query_id,query,relevant_doc,relevant_url,retrieved_id,retrieved_title,retrieved_url,retrieved_combined_text,retrieved_combined_distance,rank
-1303906948020451448,cost to treat pyometra in dogs,84.0,http://www.answers.com/Q/How_much_does_pyometra_surgery_cost,84,How much does pyometra surgery cost?,http://www.answers.com/Q/How_much_does_pyometra_surgery_cost,"How much does pyometra surgery cost? ""Answers.com ® Wiki Answers ® Categories Animal Life Mammals Land Mammals Domestic Dogs Dog Health How much does pyometra surgery cost? Flag How much does pyometra surgery cost? Answer by The5thbeatle Confidence votes 2.9KThe cost of veterinary procedures vary greatly from location to location. You",0.2771396040916443,1
,,,,89,Perfect Petzzz,http://www.perfectpetzzz.com/,"Perfect Petzzz Go Ahead, Pet Me!Pet of the Week: Golden Retriever$39.95What are Perfect Petzzz? These adorable pets offers a real pet ownership experience without the hassles and expense. Say goodbye to feedings and vet bills. Say hello to lots of love and cuddles. Perfect Petzzz - the ultimate pet.",0.7055127024650574,2
-6009394748490492366,massage for athlete recovery,3036.0,http://spas.about.com/od/sports/a/sports.htm,3036,Sports Massage,http://spas.about.com/od/sports/a/sports.htm,"Sports Massage By Anitra Brown Updated 05/17/17Share Pin Email•••Sports massage was developed to help athletes prepare their bodies for optimal performance, recover after a big event, or function well during training. Sports massage emphasizes prevention and healing of injuries to the muscles and tendons. But you",0.31867164373397827,1
,,,,2674,The Best Ways to Ease Sore Muscles,http://www.shape.com/blogs/fit-list-jay-cardiello/best-ways-ease-sore-muscles,"The Best Ways to Ease Sore Muscles ""Jay Cardiello Topics: muscle soreness, workout recovery Getty Images The day (or two!) after a tough workout, even the simple task of putting on a pair of shoes can feel impossible. Though muscle soreness cannot be avoided, there are many effective ways that can help diminish it and get you back on",0.5956470966339111,2
-8283422314641221289,how to become a tile setter,1497.0,https://study.com/articles/Tile_Installer_Job_Duties_and_Info_About_Becoming_a_Tile_Installer.html,1497,Tile Installer: Job Duties and Info About Becoming a Tile Installer,https://study.com/articles/Tile_Installer_Job_Duties_and_Info_About_Becoming_a_Tile_Installer.html,"Tile Installer: Job Duties and Info About Becoming a Tile Installer Tile Installer: Job Duties and Info About Becoming a Tile Installer The job title of tile installer is most commonly used to refer to a skilled laborer who installs tiles made of hard materials such as granite, ceramic, glass or marble. Read on to learn about the training, skills, salary and employm",0.5072168111801147,1
,,,,3592,A Complete Guide to Land Surveying,http://www.kompareit.com/homeandgarden/developers-engineers-land-surveying.html,"A Complete Guide to Land Surveying A Complete Guide to Land Surveying Surveying Costs, Types and Hiring Tips Land surveyors mark land boundaries, create land maps and develop legal descriptions of property lines, among other tasks. They use existing property records, as well as computers, measuring tools and mapping systems as tools",0.7048711776733398,2
-286151976902330356,affordable elliptical machines for home,653.0,https://www.overstock.com/Sports-Toys/Ellipticals/3219/subcat.html,653,Elliptical Trainers,https://www.overstock.com/Sports-Toys/Ellipticals/3219/subcat.html,Elliptical Trainers Elliptical Trainers Sports & Outdoors / Sports & Fitness Equipment / Cardio Equipment / Elliptical Trainers1-50 of 50 Results Best Selling Price Low - High Price High - Low Avg. Customer Rating New Arrivals Delivery2-Day Delivery Zip Code : Sales & Promotions Top Rated Best Selling Price Under $100$,0.5810153484344482,1
,,,,2353,Rowing Machine Resistance Types,http://www.rowingmachineking.com/rowing-machine-resistance-types/,"Rowing Machine Resistance Types Rowing Machine Resistance Types The process of finding the right rowing machine can be downright difficult!Choosing from so many different brands, price ranges, features, and warranties can really give you a headache. One of the most important things to consider when looking for a rowing machine are",0.6741666793823242,2
5095775116891252347,heel pain in young athletes,877.0,http://www.uwhealth.org/sports-medicine/clinic/calcaneal-apophysitis-severs-disease/13067,4986,Online Masterâs in Athletic Administration,http://athleticadminonline.ohio.edu/resources/infographics/the-evolution-of-womens-sports/,"Online Masterâs in Athletic Administration ""Not surprisingly, most of the money and attention spent on sports and athletes is directed at men, both at the professional and amateur levels. Professional women’s leagues are relatively young and few women athletes are paid to utilize their skills on a softball diamond or a basketball court. Acco",0.6295136213302612,1
,,,,4610,Study Finds Use of Ankle Brace Helps Prevent Ankle Injuries in Female Athletes,https://www.aofas.org/news-center/press-releases/Pages/2010%20Press%20Releases/Study-Finds-Use-of-Ankle-Brace-Helps-Prevent-Ankle-Injuries-in-Female-Athletes.aspx,"Study Finds Use of Ankle Brace Helps Prevent Ankle Injuries in Female Athletes AOFAS / News Center / Press Releases Study Finds Use of Ankle Brace Helps Prevent Ankle Injuries in Female Athletes New study provides insight into protective ankle brace use among high school volleyball players ROSEMONT, IL, April 30, 2010 -- Sports injuries among high school athletes is estimated",0.6384474039077759,2
5356219976805105603,surprising global entry facts,2897.0,http://thepointsguy.com/2013/08/1-things-you-didnt-know-about-global-entry/,1964,What is global warming?,https://answers.yahoo.com/question/index?qid=20081019064900AA3zP4a,"What is global warming? ""Environment Global Warming What is global warming? Follow 11 answers Answers Relevance Rating Newest Oldest Best Answer: global warming is a scam used to deprive you of certain rights,scare you , and make some people a lot of money!start Rosa Parks day · 10 years ago3 20 1 comment Global Warming Ya",0.6388697028160095,1
,,,,2897,Top 12 Things You Didnât Know About Global Entry,http://thepointsguy.com/2013/08/1-things-you-didnt-know-about-global-entry/,"Top 12 Things You Didnât Know About Global Entry ""This post contains references to products from one or more of our advertisers. We may receive compensation when you click on links to those products. For an explanation of our Advertising Policy, visit this page. Although the summer travel season is winding down, plenty of Americans are still trave",0.7040532827377319,2
-7382632861498924849,definition of assets in accounting,157.0,http://financial-dictionary.thefreedictionary.com/Assets,157,Assets,http://financial-dictionary.thefreedictionary.com/Assets,"Assets Assets Also found in: Dictionary, Thesaurus, Medical, Legal, Acronyms, Encyclopedia, Wikipedia. Related to Assets: current assets, Assets and Liabilities Assets A firm's productive resources. Copyright © 2012, Campbell R. Harvey. All Rights Reserved. Asset In accounting, anything of value that a per",0.2738999128341675,1
,,,,870,How to Post to Your Accounting Ledger,http://basicaccountinghelp.com/accounting_ledger.html,"How to Post to Your Accounting Ledger How to Post to Your Accounting Ledger Accounting Lessons (Last Updated On: March 1, 2018)Lesson 4 in the Basic Accountingseries: A general accounting ledger is a collection of your chart of accounts. It is where all of your accounting journal entries end up. Most all accounting these days is done on",0.40012145042419434,2
26301628516921170,internal medicine clinic westminster md,3610.0,http://doctor.webmd.com/practice/westminster-internal-medicine-associates-f2c2a3c8-4703-e211-a42b-001f29e3eb44-overview,3610,Westminster Internal Medicine Associates,http://doctor.webmd.com/practice/westminster-internal-medicine-associates-f2c2a3c8-4703-e211-a42b-001f29e3eb44-overview,"Westminster Internal Medicine Associates Physician Directory Hospital Directory Pharmacy Directory Insurance Directory Westminster Internal Medicine Associates22 Insurance Carriers4 Practicing Physicians1 Specialty295 Stoner Ave Ste 305Westminster, MD 211571 Office Location Overview & Locations Physicians at this Practice Insurance Affilia",0.4064835011959076,1
,,,,4667,Overview,https://health.usnews.com/doctors/david-manning-967598,"Overview Overview Dr. David Manning is an orthopedic surgeon in Chicago, Illinois and is affiliated with Northwestern Memorial Hospital. He received his medical degree from Georgetown University School of Medicine and has been in practice between 11-20 years. Dr. Manning accepts several types of health insur",0.6155865788459778,2
6723476779285476000,sabrina le beauf wealth estimate,751.0,http://www.celebritynetworth.com/richest-celebrities/actors/sabrina-le-beauf-net-worth/,751,Sabrina Le Beauf Net Worth,http://www.celebritynetworth.com/richest-celebrities/actors/sabrina-le-beauf-net-worth/,"Sabrina Le Beauf Net Worth ""Sabrina Le Beauf Net Worth How much is Sabrina Le Beauf Worth?in Richest Celebrities › Actors Share on Facebook Share on Twitter Random Celebrity Sabrina Le Beauf net worth:$1.5 Million Sabrina Le Beauf net worth: Sabrina Le Beauf is an American actress who has a net worth of $1.5 million dollars.",0.1443430781364441,1
,,,,1408,Stephanie McMahon Net Worth,https://www.therichest.com/celebnetworth/athletes/wrestler/stephanie-mcmahon-net-worth/,"Stephanie McMahon Net Worth Stephanie Mc Mahon Net Worth The Richest Richest Wrestlers Net Worth:$25 Million Source of Wealth: WWE, Wrestling Age:41Birth Place: Hartford, Connecticut, United States Weight:135 lbs (61 kg)Marital Status: Married (Triple H)Full Name: Stephanie Marie Mc Mahon Nationality: United States More Stats",0.7792244553565979,2
-7870208441013594140,UK life sciences policy office,3225.0,https://www.gov.uk/government/organisations/office-for-life-sciences,4113,The Different Types of Life Insurance,https://www.locallifeagents.com/life-insurance-buyers-guide/types-of-life-insurance/,"The Different Types of Life Insurance The Different Types of Life Insurance There are two types of life insurance you can buy. The first is term life insurance, and the second is permanent life insurance (available for purchase as whole life or universal life insurance). Each type of life insurance meets very different needs. Deciding b",0.5021616220474243,1
,,,,3225,Office for Life Sciences,https://www.gov.uk/government/organisations/office-for-life-sciences,Office for Life Sciences 26 February 2018 — News story Second wave of NHS England test beds launched A competition to identify a second wave of test beds will allow organisations to apply for a share of up to £6 million in funding.6 December 2017 — Press release Government and life sciences sector agree transformative secto,0.5612966418266296,2
-7598888184211274826,chase fedwire routing number houston,3960.0,"http://us-routing-numbers.com/jpmorgan-chase-bank,-na-fedwire-routing-numbers/113000609/",3960,Fedwire Routing Number Search,"http://us-routing-numbers.com/jpmorgan-chase-bank,-na-fedwire-routing-numbers/113000609/","Fedwire Routing Number Search Fedwire Routing Number # 113000609JPMORGAN CHASE BANK, NADetails of Fedwire Routing Number # 113000609 assigned to JPMORGAN CHASE BANK, NAFedwire Routing Number113000609Bank JPMORGAN CHASE BANK, NATelegraphic name JPMCHASE TEXASState TXCity HOUSTONFunds transfer status Eligible Funds settlement-only",0.2587137222290039,1
,,,,2025,Routing Numbers (Fedwire Participant Banks) Data last updated:09-Apr-2018,"http://www.bankroutinginfo.com/FedwireRoutingNumbers/CO-DENVER-JPMORGAN_CHASE_BANK,_NA","Routing Numbers (Fedwire Participant Banks) Data last updated:09-Apr-2018 Routing Numbers (Fedwire Participant Banks) Data last updated:09-Apr-2018Find Routing numbers for all Fedwire Participant banks and Institutes across US. Select a State,city and Bankname from below list to get Routing Number information for the Branches of that Bank. State City Bank JPMORGAN CHASE B",0.3932088017463684,2
-9067662974577572549,what does business mean,724.0,http://www.dictionary.com/browse/businesses,724,business,http://www.dictionary.com/browse/businesses,"business business [ biz -nis]Spell Syllables Synonyms Examples Word Origin See more synonyms on Thesaurus.comnoun1. an occupation, profession, or trade: His business is poultry farming.2. the purchase and sale of goods in an attempt to make a profit.3. a person, partnership, or corporation engaged in commerc",0.4662732779979706,1
,,,,547,Business Legal Forms,https://www.rocketlawyer.com/legal-forms-business.rl,Business Legal Forms Business Legal Forms Rocket Lawyer offers hundreds of legal forms that cover a range of business legal needs. Click on any document name for more information. All by category Business/Corporate Construction Contracts/Agreements Credit Employment Financial General Business Government Letters Landlord,0.4682629704475403,2
-5303579861400476438,new york medicaid DSRIP collaboration network,1723.0,http://www.chcs.org/project/new-york-state-dsrip-performing-provider-systems-learning-network/,1723,New York State DSRIP Performing Provider Systems Learning Network,http://www.chcs.org/project/new-york-state-dsrip-performing-provider-systems-learning-network/,"New York State DSRIP Performing Provider Systems Learning Network Start: May 2015End: September 2016Under the Delivery System Reform Incentive Payment (DSRIP) program, states have a unique opportunity to advance delivery system and payment reform projects in Medicaid. New York’s DSRIP initiative, approved in 2014 for over $6 billion, includes a broad set of health",0.30851030349731445,1
,,,,3694,Medicaid block grant,http://medical-dictionary.thefreedictionary.com/Medicaid+block+grant,"Medicaid block grant ""Correct all you're your grammar errors instantly. Try it now. Medicaid block grant Medicaid block grant A proposed source of federal funding for Medicaid, in whichlarge blocks of money would be sent to the states as part of Medicaid reform. MBGs would be locked in a base year and cap the federal ex",0.6092703342437744,2
-6429714920050556888,unit cost picture frame fixed assembly,4525.0,http://www.chegg.com/homework-help/questions-and-answers/january-cost-components-picture-frame-include-020-glass-085-wooden-frame-060-assembly-asse-q9981301,4525,"Question: For January, the cost components of a picture frame include $0.20 for the glass, $0.85 for the wo...",http://www.chegg.com/homework-help/questions-and-answers/january-cost-components-picture-frame-include-020-glass-085-wooden-frame-060-assembly-asse-q9981301,"Question: For January, the cost components of a picture frame include $0.20 for the glass, $0.85 for the wo... Question: For January, the cost components of a picture frame include $0.20 for the glass, $0.85 for the wo... For January, the cost components of a picture frame include $0.20 for the glass, $0.85 for the wooden frame, and $0.60 for assembly. The assembly desk and tools cost $200. A total of 1,000",0.4216178357601166,1
,,,,4341,How Do Fixed and Variable Costs Affect the Marginal Cost of Production?,http://www.investopedia.com/ask/answers/041615/how-do-fixed-and-variable-costs-each-affect-marginal-cost-production.asp,How Do Fixed and Variable Costs Affect the Marginal Cost of Production? A: The total cost of a business is comprised of fixed costs and variable costs. Fixed costs and variable costs affect the marginal cost of production only if variable costs exist. The marginal cost of production is calculated by dividing the change in the total cost by a one-unit change in the produ,0.6288048028945923,2
