query_id,retrieval_1_id,retrieval_1_title,retrieval_1_url,retrieval_1_combined_text,retrieval_1_distance,retrieval_2_id,retrieval_2_title,retrieval_2_url,retrieval_2_combined_text,retrieval_2_distance,retrieved_ids,retrieved_distances,model_name,query,relevant_docs,relevant_urls,k
7130607815065020048,149,How do you change a brake light bulb on a ford galaxy?,http://www.answers.com/Q/How_do_you_change_a_brake_light_bulb_on_a_ford_galaxy,How do you change a brake light bulb on a ford galaxy? Answers.com ® Wiki Answers ® Categories Cars & Vehicles European Cars European Ford How do you change a brake light bulb on a ford galaxy? Flag How do you change a brake light bulb on a ford galaxy? Answered by The Wiki Answers ®Community Answers.com ® is making the world better one answer at a time,0.2327684462070465,2847,Headlight Bulb,http://repairpal.com/headlight-bulb,"Headlight Bulb ""Encyclopedia › Electrical and Lights › Headlight Bulb Headlight Bulb On modern vehicles, the headlight bulb is replaceable, while a “sealed beam” design is used on older vehicles. The bulb or “sealed beam” can be filled with halogen gas, which provides better illumination than standard bulbs. Sympt",0.4582972526550293,"[149, 2847]","[0.2327684462070465, 0.4582972526550293]",minishlab/potion-retrieval-32M,replace brake light bulb ford galaxy,[149],['http://www.answers.com/Q/How_do_you_change_a_brake_light_bulb_on_a_ford_galaxy'],2
7308005559223352907,1972,Weather in Chile in November 2018,http://www.weather2travel.com/november/chile/,Weather in Chile in November 2018 Weather in Chile in November 201823 23°C max day temperature9 9 hours of sunshine per day3 3 days with some rainfall11 11°C min night temperature14 14 hours of daylight per day0 No heat & humidity11 11 mm of monthly rainfall11 11 (Extreme) UV index Going to Chile? Find the best month to visit Chile,0.24601547420024872,397,Weather in Punta Cana in January 2019,http://www.weather2travel.com/january/dominican-republic/punta-cana.php,Weather in Punta Cana in January 2019 Weather in Punta Cana in January 201928 28°C max day temperature8 8 hours of sunshine per day16 16 days with some rainfall21 21°C min night temperature11 11 hours of daylight per day M Moderate heat & humidity67 67 mm of monthly rainfall8 8 (Very High) UV index26 26°C sea temperature Going to Punta,0.4830597937107086,"[1972, 397]","[0.24601547420024872, 0.4830597937107086]",minishlab/potion-retrieval-32M,visiting chile in november weather,[1972],['http://www.weather2travel.com/november/chile/'],2
3190644475891437635,238,18 drones with the longest control range [sorted in 3 categories],http://www.dronesglobe.com/guide/long-range-drones/,"18 drones with the longest control range [sorted in 3 categories] Home Buying guides 18 drones with the longest control range [sorted in 3 categories]18 drones with the longest control range [sorted in 3 categories]Buying guides December 4, 2017 16 Douglas James Beyond how long drones can remain in the sky ( 10 Long flight time drones) drones do have some other li",0.27403098344802856,1817,Who has been stranded on an island for the longest amount of time?,http://www.answers.com/Q/Who_has_been_stranded_on_an_island_for_the_longest_amount_of_time,"Who has been stranded on an island for the longest amount of time? ""Answers.com ® Wiki Answers ® Categories History, Politics & Society Society and Civilization Guinness World Records Who has been stranded on an island for the longest amount of time? Flag Who has been stranded on an island for the longest amount of time? Answer by James Dawe Confidence votes 59.7KS",0.6428644061088562,"[238, 1817]","[0.27403098344802856, 0.6428644061088562]",minishlab/potion-retrieval-32M,drones with longest remote range,[238],['http://www.dronesglobe.com/guide/long-range-drones/'],2
-987959120559722083,1052,Chicken Adobo,http://www.foodnetwork.com/recipes/giada-de-laurentiis/chicken-adobo-recipe.html,Chicken Adobo Prev Recipe Next Recipe Chicken Adobo85 Reviews Recipe courtesy of Giada De Laurentiis Show: Giada at Home Episode: Big Game Save Recipe Total: 2 hr 57 min Prep: 5 min Inactive: 2 hr Cook: 52 min Yield: 4 servings Ingredients1 cup white wine vinegar1 cup soy sauce1/2 cup light brown sugar4 cloves ga,0.37902766466140747,1642,Chicken Cordon Bleu I,http://allrecipes.com/recipe/8495/chicken-cordon-bleu-i/,"Chicken Cordon Bleu I ""Home Recipes World Cuisine European French Watch Chicken Cordon Bleu I4K made it | 1672 reviews Recipe by: Kiersten""""This entree is easy and delicious! It's one of my husband's favorites! Try to use the largest chicken breasts you can find so you'll be able to roll them easier. """"Featured in Allrec",0.5957182049751282,"[1052, 1642]","[0.37902766466140747, 0.5957182049751282]",minishlab/potion-retrieval-32M,giada adobo chicken braised recipe,[1052],['http://www.foodnetwork.com/recipes/giada-de-laurentiis/chicken-adobo-recipe.html'],2
-1852889706993399463,308,Jaumo Promo Codes & Coupons,https://dealspotr.com/promo-codes/jaumo.com,Jaumo Promo Codes & Coupons Promo Codes > Online Services & Software > Social & Dating > Online Dating > Casual & Hookup Dating > Jaumo Promo Codes Jaumo Promo Codes & Coupons0 active coupons — Last updated by @dealseveryday 4 months ago —View activity feed—What is Dealspotr? Today's best deal Current Promotions Find Today's C,0.23493483662605286,3789,Avis Rent A Car Discount Codes & Deals,https://www.groupon.com/coupons/stores/avis.com,"Avis Rent A Car Discount Codes & Deals ""Coupons > Car Rental > Avis Rent A Car Coupons Shop avis.com9Coupons Available1 verified coupon Filter by All (9)Promo Codes (8)Sales (1)In-Store Offers (0)Coupon Alerts Never miss a great Avis Rent A Car coupon and get our best coupons every week!About Avis Rent A Car Merchant Rating11 Ratings Pla",0.7119760513305664,"[308, 3789]","[0.23493483662605286, 0.7119760513305664]",minishlab/potion-retrieval-32M,jaumo dating app coupon codes,[308],['https://dealspotr.com/promo-codes/jaumo.com'],2
-2246031337036992160,831,What is Extrusion?,http://www.wisegeek.org/what-is-extrusion.htm,"What is Extrusion? Extrusion, from the Latin past participle extrudere meaning “to thrust out,” refers both to the process in which material is forced through a die or series of dies in order to shape it as well as to the product of that operation. The process is used in the home and in manufacturing. The shapes most",0.30914968252182007,723,Process flow diagram,https://en.wikipedia.org/wiki/Process_Flow_diagram,Process flow diagram A process flow diagram ( PFD) is a diagram commonly used in chemical and process engineering to indicate the general flow of plant processes and equipment. The PFD displays the relationship between major equipment of a plant facility and does not show minor details such as piping details and designa,0.6897591948509216,"[831, 723]","[0.30914968252182007, 0.6897591948509216]",minishlab/potion-retrieval-32M,how does extrusion work,[831],['http://www.wisegeek.org/what-is-extrusion.htm'],2
4993923354699464768,3894,Will Boeing Split Its Stock in 2018?,https://www.fool.com/investing/2017/11/20/will-boeing-split-its-stock-in-2018.aspx,"Will Boeing Split Its Stock in 2018? Dan Caplinger ( TMFGalagan)Nov 20, 2017 at 8:32AMDemand for commercial airliners has never been higher, and Boeing ( NYSE: BA) has claimed its fair share of orders from airlines and other purchasers flush with cash from the industry's success. Just in 2017 alone, Boeing's share price has soared by 7",0.367127001285553,1914,Southwest Airlines Extends Flight Schedule Through Late October 2015,http://www.prnewswire.com/news-releases/southwest-airlines-extends-flight-schedule-through-late-october-2015-300038500.html,"Southwest Airlines Extends Flight Schedule Through Late October 2015 ""DALLAS, Feb. 19, 2015 /PRNewswire/ -- Southwest Airlines ® (NYSE: LUV) today invited Customers to lock-in low-fare travel as it adds more Heart in more cities across the United States. The airline today extended its flight schedule through Oct. 30, 2015. The new schedule will bring more nonstop ser",0.6901564002037048,"[3894, 1914]","[0.367127001285553, 0.6901564002037048]",minishlab/potion-retrieval-32M,boeing considering stock split 2018,[3894],['https://www.fool.com/investing/2017/11/20/will-boeing-split-its-stock-in-2018.aspx'],2
-6283816434793247612,1131,"Court & Field Dimension Diagrams in 3D, History, Rules â SportsKnowHow.com",http://www.sportsknowhow.com/football/field-dimensions/football-field-dimensions.html,"Court & Field Dimension Diagrams in 3D, History, Rules â SportsKnowHow.com Football Field Dimensions Home Page The regulation/official football field dimensions for the different levels of play are listed on this page. Click on the links below to see diagrams and layouts (in 3d) outlining the measurements of NFL, College and High School football fields. Click here for our",0.3599500060081482,1666,Football 101 - The Football Field,https://www.thoughtco.com/football-101-the-football-field-1333783,"Football 101 - The Football Field Arts, Music, and Recreation ›Sports Football 101 - The Football Field Share Flipboard Email Print Joseph Sohm-Visions of America/Stockbyte/Getty Imagesby James Alder Updated March 06, 2017If you're just getting started learning about football, knowing the exact dimensions of a football field is not",0.44056981801986694,"[1131, 1666]","[0.3599500060081482, 0.44056981801986694]",minishlab/potion-retrieval-32M,football field layout and measurements,[1666],['https://www.thoughtco.com/football-101-the-football-field-1333783'],2
-264787935810027900,70,Apple Maps vs. Google Maps,http://download.cnet.com/blog/download-blog/apple-maps-vs-google-maps/,"Apple Maps vs. Google Maps ""Home The Download Blog Apple Maps vs. Google Maps Apple Maps vs. Google Maps We took the two mapping apps for a walk, drive, and bus ride to see which gave better directions.by Clifford Colby October 20, 2015, 11:59 PMFacebook Twitter Email Pinterest Google Plus Google Maps ( Android, i OS) has bee",0.15709348022937775,4024,Greece Google Satellite Map,http://www.maplandia.com/greece/,"Greece Google Satellite Map ""world Europe Greece Greece Google Satellite Mapmap hotel car rental flightsdetailed map of Greece and neighboring countries Welcome to google maps Greece locations list, welcome to the place where google maps sightseeing make sense! With comprehensive destination gazetteer, maplandia.com enables to",0.48077642917633057,"[70, 4024]","[0.15709348022937775, 0.48077642917633057]",minishlab/potion-retrieval-32M,should i use apple maps or google maps,[70],['http://download.cnet.com/blog/download-blog/apple-maps-vs-google-maps/'],2
3273798812295417023,2166,Event Information,http://www.baa.org/races/boston-marathon/event-information.aspx,"Event Information 122nd Boston Marathon on April 16, 2018DISTANCE: 26 MILES, 385 YARDS (42.195 KILOMETERS)The Boston Marathon is the world's oldest annual marathon and ranks as one of the world's most prestigious road racing events. The Boston Athletic Association manages this American classic, which is sponsored by",0.2749228775501251,1028,Running programme - half marathon,https://www.bupa.co.uk/health-information/Directory/R/running-programme-half-marathon,"Running programme - half marathon Running programme - half marathon Welcome to Bupa’s half-marathon running programmes. If you’ve got a half marathon on the horizon, we’ve got a choice of two running programmes here to meet your needs:beginner – for if it’s the first time you’ve run a half marathon or it’s been a while since you ran",0.5145962238311768,"[2166, 1028]","[0.2749228775501251, 0.5145962238311768]",minishlab/potion-retrieval-32M,boston marathon info 2018,[2166],['http://www.baa.org/races/boston-marathon/event-information.aspx'],2
8071963357178679233,2647,Delta is jacking up its baggage fee price to $60 for basic economy passengers on certain flights,http://www.businessinsider.com/delta-basic-economy-new-europe-africa-baggage-fee-2017-12,"Delta is jacking up its baggage fee price to $60 for basic economy passengers on certain flights ""Delta is jacking up its baggage fee price to $60 for basic economy passengers on certain flights Benjamin Zhang Dec. 8, 2017, 11:27 AM 15,407Delta Airlines economy cabin. Delta Delta Air Lines will now charge $60 for checked baggage on select international flights. The fee applies to basic economy",0.27102991938591003,3702,Delta Airlines Headquarters Information,http://www.headquartersinfo.com/delta-airlines-headquarters-information/,Delta Airlines Headquarters Information Home Airlines Delta Airlines Headquarters Information Delta Airlines Headquarters Information Contacting Delta Airlines Headquarters Delta Airlines is one of the leading airlines in the United States. The company started in 1924 with crop dusting. The name of the original company was Huff Daland Dus,0.5386210083961487,"[2647, 3702]","[0.27102991938591003, 0.5386210083961487]",minishlab/potion-retrieval-32M,delta basic economy $60 checked bag,[2647],['http://www.businessinsider.com/delta-basic-economy-new-europe-africa-baggage-fee-2017-12'],2
1325628183804069610,3083,What Happens to the Body if You Donât Exercise,http://www.strengthtrainingblog.com/strength-exercises/what-happens-to-the-body-if-you-dont-exercise,"What Happens to the Body if You Donât Exercise ""What Happens to the Body if You Don’t Exercise Aug212009Well, for starters, lets look at the muscular skeletal aspect. Your muscles, when not properly engaged in vigorous exercise, start to atrophy and become weaker without regular activity. All of that affects your body’s capacity to work efficien",0.6677231788635254,1905,Abdominal Muscles During Pregnancy: What Happens to Them and How You Can Get Them Back?,http://www.empowher.com/pregnancy/content/abdominal-muscles-during-pregnancy-what-happens-them-and-how-you-can-get-,"Abdominal Muscles During Pregnancy: What Happens to Them and How You Can Get Them Back? ""So the other day, my eight-year-old boy, a little jock, asked me: """"Mom, can a woman have a six-pack while she's pregnant?"""" And I laughed so hard I almost transcended all the Kegels I do and had a little, well, you know. Just the thought of a pregnant woman with a six-pack was so funny to me I cou",0.7221587300300598,"[3083, 1905]","[0.6677231788635254, 0.7221587300300598]",minishlab/potion-retrieval-32M,what happens to abs during pregnancy,[1905],['http://www.empowher.com/pregnancy/content/abdominal-muscles-during-pregnancy-what-happens-them-and-how-you-can-get-'],2
-7065586729127968079,810,Cristiano Ronaldo Net Worth,http://www.tsmplug.com/richlist/cristiano-ronaldo-net-worth/,"Cristiano Ronaldo Net Worth Cristiano Ronaldo Net Worthby Sameer Arshad | Posted on Wednesday, July 3rd, 2013 | 2 Comments Cristiano Ronaldo Net Worth – $ 120 million2012-2013 Earnings – $44 M Salary/Winnings – $23 M Endorsements Earning : $21 M Major Brands : Castrol, Nike, Konami Sport: Football Team: Real Madrid Age: 28Rona",0.21608661115169525,2875,"FIFA 17 top 3 rated players - Ronaldo, Messi and Neymar ratings released",http://www.manchestereveningnews.co.uk/sport/football/fifa-17-ratings-top-3-11833832,"FIFA 17 top 3 rated players - Ronaldo, Messi and Neymar ratings released Sport FIFA 17 top 3 rated players - Ronaldo, Messi and Neymar ratings released The top 50 FIFA 17 player ratings are out and Cristiano Ronaldo has come out on top ahead of his nemesis. Share Comments By Matthew Cooper16:08, 8 SEP 2016 (Image: EA Sports)Share Get daily updates directly to your inbox+",0.38008230924606323,"[810, 2875]","[0.21608661115169525, 0.38008230924606323]",minishlab/potion-retrieval-32M,cristiano ronaldo worth 2013 estimate,[810],['http://www.tsmplug.com/richlist/cristiano-ronaldo-net-worth/'],2
-5337673187129218734,3181,A Ryanair Survival Guide: How to fly with Ryanair and avoid the hassle,http://thetravelhack.com/travel-tips/ryanair-survival-guide-fly-ryanair-avoid-hassle/,"A Ryanair Survival Guide: How to fly with Ryanair and avoid the hassle Travel Tips A Ryanair Survival Guide: How to fly with Ryanair and avoid the hassle November 3, 2014 by The Travel Hack COMMENTS (46) SHARE TWEET PINThere’s no denying Ryanair has a bad reputation in the airline industry. The staff are rude, the additional fees are outrageous, they’re always late and",0.3678555190563202,318,Ryanair weight limits,https://www.tripadvisor.co.uk/ShowTopic-g635887-i11076-k8457196-Ryanair_weight_limits-Puerto_Rico_Gran_Canaria_Canary_Islands.html,"Ryanair weight limits Watch this Topic Browse forums All Gran Canaria forums Puerto Rico forum Puerto Rico forumsdobbie7Derby, United... Level Contributor142 posts33 reviews Save Topic Ryanair weight limits10 May 2015, 13:07Are the above strict on weight limits on suitcases on the way back being as it won't be Ryanair ch",0.4646414816379547,"[3181, 318]","[0.3678555190563202, 0.4646414816379547]",minishlab/potion-retrieval-32M,are ryanair suitcase weight rules strict,[318],['https://www.tripadvisor.co.uk/ShowTopic-g635887-i11076-k8457196-Ryanair_weight_limits-Puerto_Rico_Gran_Canaria_Canary_Islands.html'],2
-3361951193912990571,179,How many times can you fail the driving test? did you fail? Do you need to take the written again?,https://answers.yahoo.com/question/index?qid=20070906215526AADbt17,"How many times can you fail the driving test? did you fail? Do you need to take the written again? Cars & Transportation Other - Cars & Transportation How many times can you fail the driving test? did you fail? Do you need to take the written again? I took the written yesterday and passed I would like to toss away all my flashcards and notes, but not sure if I need to repeat written if I do not p",0.40011534094810486,2082,"How long, on average, does it take someone to learn to drive well enough to pass their driver's test?",https://answers.yahoo.com/question/index?qid=20080519105452AAKxP8l,"How long, on average, does it take someone to learn to drive well enough to pass their driver's test? Cars & Transportation Safety How long, on average, does it take someone to learn to drive well enough to pass their driver's test? I have just registered with a driving a school that is one of the best in Queens, NY. I will be given 25 hours of practical driven lesson spread over 3 weeks. I never ha",0.480875164270401,"[179, 2082]","[0.40011534094810486, 0.480875164270401]",minishlab/potion-retrieval-32M,retake written after failing driving test,[179],['https://answers.yahoo.com/question/index?qid=20070906215526AADbt17'],2
