query_id,query,relevant_doc,relevant_url,retrieved_id,retrieved_title,retrieved_url,retrieved_combined_text,retrieved_combined_distance,rank
-5713381067936216457,replace brake light bulb ford galaxy,149.0,http://www.answers.com/Q/How_do_you_change_a_brake_light_bulb_on_a_ford_galaxy,149,How do you change a brake light bulb on a ford galaxy?,http://www.answers.com/Q/How_do_you_change_a_brake_light_bulb_on_a_ford_galaxy,How do you change a brake light bulb on a ford galaxy? Answers.com ® Wiki Answers ® Categories Cars & Vehicles European Cars European Ford How do you change a brake light bulb on a ford galaxy? Flag How do you change a brake light bulb on a ford galaxy? Answered by The Wiki Answers ®Community Answers.com ® is making the world better one answer at a time,0.323466956615448,1
,,,,3237,How do you change the headlight bulb on a 2004 Saab 9-3?,http://www.answers.com/Q/How_do_you_change_the_headlight_bulb_on_a_2004_Saab_9-3,"How do you change the headlight bulb on a 2004 Saab 9-3? ""Answer by Billy1234 Confidence votes 1Take your Saab down the the nearest car dealership, trade it in and don't worry. If you light bulb is the only electrical issue you're having, consider yourself lucky. I've never owned a car that is so bad. I'm out $3500 on the steering colume issue, code issue",0.6073232889175415,2
7501938336034758000,visiting chile in november weather,1972.0,http://www.weather2travel.com/november/chile/,1972,Weather in Chile in November 2018,http://www.weather2travel.com/november/chile/,Weather in Chile in November 2018 Weather in Chile in November 201823 23°C max day temperature9 9 hours of sunshine per day3 3 days with some rainfall11 11°C min night temperature14 14 hours of daylight per day0 No heat & humidity11 11 mm of monthly rainfall11 11 (Extreme) UV index Going to Chile? Find the best month to visit Chile,0.14086048305034637,1
,,,,1606,Chile Ski Resorts,http://www.onthesnow.com/chile/ski-resorts.html,"Chile Ski Resorts Chile: Exciting Terrain To Exhilarating Nightlife -Skiing in the Andes is an exhilarating combination of Latin culture and nightlife and the exciting terrain served up on the world’s longest exposed mountain range. Aprés starts late, very late, with dinner often served around 10 or 11 p.m. and danci",0.44120240211486816,2
-3598922106157860762,drones with longest remote range,238.0,http://www.dronesglobe.com/guide/long-range-drones/,238,18 drones with the longest control range [sorted in 3 categories],http://www.dronesglobe.com/guide/long-range-drones/,"18 drones with the longest control range [sorted in 3 categories] Home Buying guides 18 drones with the longest control range [sorted in 3 categories]18 drones with the longest control range [sorted in 3 categories]Buying guides December 4, 2017 16 Douglas James Beyond how long drones can remain in the sky ( 10 Long flight time drones) drones do have some other li",0.3049044609069824,1
,,,,3617,Heathrow plane in near miss with drone,http://www.bbc.com/news/uk-30369701,"Heathrow plane in near miss with drone ""Heathrow plane in near miss with drone By Robert Pigott BBC News7 December 2014Share Jump media player Media player help Out of media player. Press enter to return or tab to continue. Nick Beake reports on what is known about the drone incident at Heathrow An unidentified drone came close to hittin",0.5429091453552246,2
-3656784996858123186,giada adobo chicken braised recipe,1052.0,http://www.foodnetwork.com/recipes/giada-de-laurentiis/chicken-adobo-recipe.html,1052,Chicken Adobo,http://www.foodnetwork.com/recipes/giada-de-laurentiis/chicken-adobo-recipe.html,Chicken Adobo Prev Recipe Next Recipe Chicken Adobo85 Reviews Recipe courtesy of Giada De Laurentiis Show: Giada at Home Episode: Big Game Save Recipe Total: 2 hr 57 min Prep: 5 min Inactive: 2 hr Cook: 52 min Yield: 4 servings Ingredients1 cup white wine vinegar1 cup soy sauce1/2 cup light brown sugar4 cloves ga,0.18108689785003662,1
,,,,1642,Chicken Cordon Bleu I,http://allrecipes.com/recipe/8495/chicken-cordon-bleu-i/,"Chicken Cordon Bleu I ""Home Recipes World Cuisine European French Watch Chicken Cordon Bleu I4K made it | 1672 reviews Recipe by: Kiersten""""This entree is easy and delicious! It's one of my husband's favorites! Try to use the largest chicken breasts you can find so you'll be able to roll them easier. """"Featured in Allrec",0.5777702927589417,2
-7483192666644610544,jaumo dating app coupon codes,308.0,https://dealspotr.com/promo-codes/jaumo.com,308,Jaumo Promo Codes & Coupons,https://dealspotr.com/promo-codes/jaumo.com,Jaumo Promo Codes & Coupons Promo Codes > Online Services & Software > Social & Dating > Online Dating > Casual & Hookup Dating > Jaumo Promo Codes Jaumo Promo Codes & Coupons0 active coupons — Last updated by @dealseveryday 4 months ago —View activity feed—What is Dealspotr? Today's best deal Current Promotions Find Today's C,0.2988021671772003,1
,,,,1944,Carnival Cruise Discount Codes,http://www.cruisemapper.com/wiki/783-carnival-cruise-discount-codes,"Carnival Cruise Discount Codes ""Carnival Cruise Discount Codes Rating: 4 of 5 stars By Chavdar Chanev , November 26, 2015 , Ships and Lines Carnival Cruise Lines discount codes and coupons are a great chance to enjoy some of the cheapest Carnival cruise deals (last minute excluded). Carnival ticket prices may easily turn into the",0.5758155584335327,2
-8682094709883168042,how does extrusion work,831.0,http://www.wisegeek.org/what-is-extrusion.htm,831,What is Extrusion?,http://www.wisegeek.org/what-is-extrusion.htm,"What is Extrusion? Extrusion, from the Latin past participle extrudere meaning “to thrust out,” refers both to the process in which material is forced through a die or series of dies in order to shape it as well as to the product of that operation. The process is used in the home and in manufacturing. The shapes most",0.22516319155693054,1
,,,,3148,What are Causes of Flash in Plastic Injection Molding?,http://info.crescentind.com/blog/bid/72378/What-are-Causes-of-Flash-in-Plastic-Injection-Molding,"What are Causes of Flash in Plastic Injection Molding? ""What are Causes of Flash in Plastic Injection Molding? Aug 27, 2014What are Causes of Flash in Plastic Injection Molding? Flash is a thin layer of plastic that flows outside of the cavity where the two halves of the injection mold meet. Flashing on a part can occur for several reasons - from variat",0.6764939427375793,2
-1232259916434566176,boeing considering stock split 2018,3894.0,https://www.fool.com/investing/2017/11/20/will-boeing-split-its-stock-in-2018.aspx,3894,Will Boeing Split Its Stock in 2018?,https://www.fool.com/investing/2017/11/20/will-boeing-split-its-stock-in-2018.aspx,"Will Boeing Split Its Stock in 2018? Dan Caplinger ( TMFGalagan)Nov 20, 2017 at 8:32AMDemand for commercial airliners has never been higher, and Boeing ( NYSE: BA) has claimed its fair share of orders from airlines and other purchasers flush with cash from the industry's success. Just in 2017 alone, Boeing's share price has soared by 7",0.1394827961921692,1
