query_id,retrieval_1_id,retrieval_1_title,retrieval_1_url,retrieval_1_combined_text,retrieval_1_distance,retrieval_2_id,retrieval_2_title,retrieval_2_url,retrieval_2_combined_text,retrieval_2_distance,retrieved_ids,retrieved_distances,model_name,query,relevant_docs,relevant_urls,k
3129521660478835122,856,"What Is Technology, and How Does It Benefit Us?",http://www.scholastic.com/browse/lessonplan.jsp?id=523,"What Is Technology, and How Does It Benefit Us? ""What Is Technology, and How Does It Benefit Us? PRINT EMAILOBJECTIVEStudents will learn: What technology is and the differences between science and technology. About the role of science and technology in society and that technology positively influences our quality of life by helping us learn, live",0.40133821964263916,990,Become a Paid Life Coach Online,https://www.udemy.com/become-a-life-coach/,"Become a Paid Life Coach Online Teacher Training Development Business IT & Software Office Productivity Personal Development Design Marketing Lifestyle Photography Health & Fitness Music Academics Language Test Prep Become a Paid Life Coach Online4.3 (2,387 ratings)Instead of using a simple lifetime average, Udemy calculates a cou",0.6020704507827759,"[856, 990]","[0.40133821964263916, 0.6020704507827759]",minishlab/potion-retrieval-32M,how technology improves learning and life,[856],['http://www.scholastic.com/browse/lessonplan.jsp?id=523'],2
-4920350222753299780,3657,Top 48 Integrated Developer Environments (IDEs) & Code Editors,https://blog.profitbricks.com/top-integrated-developer-environments-ides/,"Top 48 Integrated Developer Environments (IDEs) & Code Editors Top 48 Integrated Developer Environments (IDEs) & Code Editors On 05.06.14, In Cloud Computing, by William Toll Some developers have a defined workflow and are used to using various tools independently. Once you’ve molded your habits into a workflow, drastic changes aren’t generally met with enthusi",0.4463646709918976,3403,XML Editor,https://msdn.microsoft.com/en-us/library/ms255810.aspx,"XML Editor XML Editor Visual Studio 2015 Other Versions For the latest documentation on Visual Studio 2017, see Visual Studio 2017 Documentation. For the latest documentation on Visual Studio 2017, see XML Editor on docs.microsoft.com. The XML Editor is based on the Windows Server 2008 Visual Studio Text Edito",0.5936934947967529,"[3657, 3403]","[0.4463646709918976, 0.5936934947967529]",minishlab/potion-retrieval-32M,popular code editors and ide options,[3657],['https://blog.profitbricks.com/top-integrated-developer-environments-ides/'],2
-4267465796486544715,4602,Prospect Research: The Basics [Updated Fall 2017]Discover key major gift donors by mastering prospect research.,https://doublethedonation.com/prospect-research/,"Prospect Research: The Basics [Updated Fall 2017]Discover key major gift donors by mastering prospect research. What is Prospect Research? Prospect research is used by a nonprofit’s fundraising and development teams to gather more data about their donors and prospects. Key factors to look for include: past giving, wealth markers, business affiliations, and philanthropic tendencies. Overall, this information h",0.4863181412220001,2354,How Do You Value a Gift of Stock?,http://www.schwab.com/public/schwab/nn/articles/How-to-Value-a-Gift-of-Stock,"How Do You Value a Gift of Stock? How Do You Value a Gift of Stock? Stocks Taxes By Carrie Schwab-Pomerantz April 01, 2015Key Points A gift of stock is valued differently for gift and income tax purposes Gift tax liability is based on fair market value at the time of the gift. Income tax liability (when the recipient sells) is based",0.5044376850128174,"[4602, 2354]","[0.4863181412220001, 0.5044376850128174]",minishlab/potion-retrieval-32M,how to research major gift donors,[4602],['https://doublethedonation.com/prospect-research/'],2
-8665572106374088780,4368,What Is a Special Ed Instructional Assistant?,http://learn.org/articles/What_is_a_Special_Ed_Instructional_Assistant.html,"What Is a Special Ed Instructional Assistant? What Is a Special Ed Instructional Assistant? Research what it takes to become a special education instructional assistant. Learn about education requirements, job duties, job outlook, and salary information to find out if this is the career for you. Schools offering Teaching Assistant degrees can a",0.388584166765213,4402,Education,https://extension.ucsd.edu/courses-and-programs/education-programs,"Education Education The Education Department provides integrated professional development for individuals, school communities, administrators and vocational institutions while incorporating best practices and the latest research in content, pedagogy and andragogy.",0.5352441668510437,"[4368, 4402]","[0.388584166765213, 0.5352441668510437]",minishlab/potion-retrieval-32M,becoming a special education aide,[4368],['http://learn.org/articles/What_is_a_Special_Ed_Instructional_Assistant.html'],2
-8841575671965605296,3868,Here are the actors who passed on the 'Fifty Shades of Grey' lead roles,http://www.businessinsider.com/actors-who-passed-on-fifty-shades-of-grey-casting-2015-2,"Here are the actors who passed on the 'Fifty Shades of Grey' lead roles ""Aly Weisman Feb. 17, 2015, 5:54 PM 181,075"""" Fifty Shades of Grey """" may have dominated the box office this weekend, but it wasn't exactly easy adapting E. L. James' best-selling novel for the big screen. While Dakota Johnson and Jamie Dornan ended up playing Anastasia Steele and Christian Grey, re",0.4045482873916626,1944,The Black Keys,http://www.imdb.com/name/nm2370642/,"The Black Keys ""SEE RANKThe Black Keys Soundtrack | Composer | Miscellaneous Crew Trivia: Modern blues-rock band. See more trivia »More at IMDb Pro »Contact Info: View agent34 photos »Quick Links Biography Awards Photo Gallery Filmography (by Job)Trailers and Videos Explore More The 'Blockers' Cast Play Our Movie",0.7511153221130371,"[3868, 1944]","[0.4045482873916626, 0.7511153221130371]",minishlab/potion-retrieval-32M,actors who turned down fifty shades roles,[3868],['http://www.businessinsider.com/actors-who-passed-on-fifty-shades-of-grey-casting-2015-2'],2
-3094651629727593485,2295,"Elaine Girl's name meaning, origin, and popularity",https://www.babycenter.com/baby-names-elaine-1481.htm,"Elaine Girl's name meaning, origin, and popularity Home / Pregnancy / Baby Names / How to Pick a Name Elaine Girl's name meaning, origin, and popularity See the boy version of this name Save to list See your list What does Elaine mean? Light Origin French Theme Artists, Asian American leaders, Great American women, Military heroes, TV shows Populari",0.392941415309906,2172,Susan Ross,http://seinfeld.wikia.com/wiki/Susan_Ross,"Susan Ross ""Susan Biddle Ross Gender Female Family Father: Henry Ross Mother: Mrs. Ross Brother: Ricky Cousin: Vinnie Unnamed Grandmother Unnamed Grandfather Aunt: Sarah First Appearance """" The Pitch """"Last Appearance """" The Betrayal """"Former Occupations Executive at NBCPortrayed By Heidi Swedberg [Source]Susa",0.7721690535545349,"[2295, 2172]","[0.392941415309906, 0.7721690535545349]",minishlab/potion-retrieval-32M,what does the name Elaine mean,[2295],['https://www.babycenter.com/baby-names-elaine-1481.htm'],2
-8532662476754764194,4239,Flag of Myanmar,https://en.wikipedia.org/wiki/Flag_of_Myanmar,"Flag of Myanmar ""From Wikipedia, the free encyclopedianavigation search Myanmar Use National flag, civil and state ensign Proportion 2:3 [1]Adopted 21 October 2010; 7 years ago Design A horizontal triband of yellow, green and red; charged with a large white five-pointed star at the centre. The current flag of Myanm",0.2881690263748169,4294,Rules on flying the American flag,http://www.cnn.com/2011/LIVING/05/30/fly.american.flag.mf/index.html,"Rules on flying the American flag ""Show your national pride on Memorial Day by displaying the flag -- but be sure to consult the flag code before you do. STORY HIGHLIGHTSThe flag is one of our country's most important symbols, so we should treat it with respect1923: the National Flag Code created advisory rules for displaying the fl",0.5053440928459167,"[4239, 4294]","[0.2881690263748169, 0.5053440928459167]",minishlab/potion-retrieval-32M,current myanmar national flag design,[4239],['https://en.wikipedia.org/wiki/Flag_of_Myanmar'],2
3474834823540877370,3171,SAP Buys Ariba â Huh?,http://blogs.forrester.com/andrew_bartels/12-05-23-sap_buys_ariba_huh,"SAP Buys Ariba â Huh? May 23, 2012Predictions 2018Uncover the major dynamics facing your business Download the guide The big news in the e Purchasing software market yesterday was SAP’s acquisition of Ariba. This blockbuster deal will extend SAP’s position as the largest software vendor in the e Purchasing market. It als",0.45755404233932495,2634,What is the cost of SAP software?,https://www.quora.com/What-is-the-cost-of-SAP-software,"What is the cost of SAP software? Shaun Snapp, Shaun Snapp works as a Sales Engineer & Independent SAP APO Consultant Answered Jul 11, 2014 · Upvoted by Quora User, working as SAP BW Team Lead and Maik Schmalstich, former Global Head Cloud Transformation at SAP (2011-2015)SAP has a large number of products so the question cannot be",0.4838164150714874,"[3171, 2634]","[0.45755404233932495, 0.4838164150714874]",minishlab/potion-retrieval-32M,SAP software licensing and pricing,[2634],['https://www.quora.com/What-is-the-cost-of-SAP-software'],2
5936176741243083383,3579,What happens if you are approved for Social Security Disability benefits?,http://collectsocialsecuritydisability.com/what-happens-if-you-are-approved-for-social-security-disability-benefits/,"What happens if you are approved for Social Security Disability benefits? What happens if you are approved for Social Security Disability benefits? May 9, 2012 by FSTN Attorney Leave a Comment What will happen next if you are approved for Social Security Disability benefits? If you are approved for benefits, you will receive a monthly payment from the Social Security Admi",0.3505704700946808,4421,DEFINITION of 'Disability Insurance',http://www.investopedia.com/terms/d/disability-insurance.asp,"DEFINITION of 'Disability Insurance' DEFINITION of 'Disability Insurance'A program managed by the Social Security Administration that insures a worker in case of a mishap. Disability insurance offers income protection to individuals who become disabled for a long period of time, and as a result can no longer work during that time perio",0.4332984685897827,"[3579, 4421]","[0.3505704700946808, 0.4332984685897827]",minishlab/potion-retrieval-32M,when to apply for disability benefits,[350],['http://www.disabilitysecrets.com/page7-10.html'],2
-4814341318777019897,3017,Definitions &Translations,http://www.definitions.net/definition/Mating,"Definitions &Translations ""Princeton's Word Net (5.00 / 1 vote)Rate this definition:coupling, mating, pairing, conjugation, union, sexual union (noun)the act of pairing a male and female for reproductive purposes""""the casual couplings of adolescents""""; """"the mating of some species occurs only in the spring""""Wiktionary (0.00",0.49777719378471375,4348,Why are My Dog's Ears not Standing Up?,https://pethelpful.com/dogs/Why-is-My-Dogs-Ear-not-Standing-Up,"Why are My Dog's Ears not Standing Up? ""Pet Helpful » Dogs Why are My Dog's Ears not Standing Up? Updated on February 19, 2016Adrienne Janet Farricelli more Adrienne is a former veterinary hospital assistant, certified dog trainer, behavior consultant, and author of """"Brain Training for Dogs. """"A Boston Terrier's ears should stand up nat",0.6384468674659729,"[3017, 4348]","[0.49777719378471375, 0.6384468674659729]",minishlab/potion-retrieval-32M,meaning of mating in animals,[3017],['http://www.definitions.net/definition/Mating'],2
