query_id,query,relevant_doc,relevant_url,retrieved_id,retrieved_title,retrieved_url,retrieved_combined_text,retrieved_combined_distance,rank
-5211642579528823674,why windows 10 mobile update delayed,3115.0,http://www.ibtimes.com/did-microsoft-delay-windows-10-mobile-anniversary-update-2399699,3115,Did Microsoft Delay Windows 10 Mobile Anniversary Update?,http://www.ibtimes.com/did-microsoft-delay-windows-10-mobile-anniversary-update-2399699,"Did Microsoft Delay Windows 10 Mobile Anniversary Update? Did Microsoft Delay Windows 10 Mobile Anniversary Update? By Mike Luces On 08/10/16 AT 8:59 AMThe release date of the Windows 10 Mobile Anniversary Update may have been pushed back. Photo: You Tube/MSPower User Microsoft was expected to release its Windows 10 Mobile Anniversary Update on Aug. 9, a w",0.2538178265094757,1
,,,,1179,First Major Update for Windows 10 Available Today,https://blogs.windows.com/windowsexperience/2015/11/12/first-major-update-for-windows-10-available-today/,"First Major Update for Windows 10 Available Today November 12, 2015 6:00 am First Major Update for Windows 10 Available Today By Terry Myerson / Executive Vice President, Windows and Devices Group Share Tweet Share Share Skype Today, we reach our next milestone as the first major update to Windows 10 is now available* for PCs and tablets. With this",0.41682517528533936,2
6922819118438385051,historic Detroit neighborhood movie palace,3709.0,http://cinematreasures.org/theaters/3933,132,Metro Detroit Area Fireworks Shows Through July 4th,http://detroit.cbslocal.com/2015/06/29/metro-detroit-area-fireworks-shows-through-july-4th/,"Metro Detroit Area Fireworks Shows Through July 4th  (credit: istock)DETROIT (CBS Detroit) – Get ready to “ooh” and “ahh!” From Birmingham to St. Clair, there are more than a dozen great fireworks shows coming up in the metro Detroit area through the 4th of July. Here are our top picks, by date and city…Thursday, July 2 – Saturday, July 4Dearborn – T",0.5499662756919861,1
,,,,3709,Westown Theater,http://cinematreasures.org/theaters/3933,"Westown Theater Viewing: Photo | Street View The Westown Theater opened November 25, 1936, designed in a French-Moderne hybrid by Detroit-based Charles N. Agree, and featured an unusually extravagant marquee for a neighborhood house. The theater could seat over 2,000, and was part of the Wisper-Wetsman Theaters cha",0.6351266503334045,2
-7022989530544052514,phineas gage memorial plaque vermont,1962.0,http://www.roadsideamerica.com/story/10858,1962,Phineas Gage: A Rod Went Through His Skull,http://www.roadsideamerica.com/story/10858,"Phineas Gage: A Rod Went Through His Skull ""The rod went thataway. Memorial detail. Phineas Gage: A Rod Went Through His Skull Cavendish, Vermont A memorial plaque to one of America's oddest celebrities is bolted to a rock in the tiny town of Cavendish, Vermont. It honors Phineas P. Gage, who had a 13-pound iron rod blown into his skull, thr",0.2867468297481537,1
,,,,2210,"Edward Norton Age, Weight, Height, Measurements",https://www.celebritysizes.com/edward-norton-age-weight-height-measurements/,"Edward Norton Age, Weight, Height, Measurements Edward Norton Age, Weight, Height, Measurements Posted on November 1, 2013 by Jena 0 Comments Biography: Edward Norton was born on August 18, 1969 in Boston, Massachusetts, USA. He made his debut film in 1996 when he played a supporting role in the film Primal Fear. His performance won him critical",0.8032694458961487,2
4614942471790849234,convert iTunes songs to mp3,2392.0,http://www.youtube.com/watch?v=5hhTzEmxY0s,2392,How to Create MP3 Version of Songs in iTunes,http://www.youtube.com/watch?v=5hhTzEmxY0s,"How to Create MP3 Version of Songs in iTunes ""How to Create MP3 Version of Songs in i Tunes Miss PCTricks Subscribe 2.3KAdd to Share More8,675 views173Published on Feb 7, 2011Here's the easy way to create an MP3 version of a song in i Tunes. Enjoy!Show more Loading... Autoplay Up next How to Convert Itunes to MP3Xceon Inc153,032 views2:38How t",0.28791341185569763,1
,,,,3389,Bob Marley: Redemption Song Meaning,https://www.lyricinterpretations.com/bob-marley/redemption-song,"Bob Marley: Redemption Song Meaning ""Bob Marley: Redemption Song Meaning Tagged: Political Overtones | Emotions: Sad Songs | Freedom [suggest]Song Released: 1980Get """"Redemption Song"""" on MP3: Get MP3 from Amazon Get MP3 from i Tunes Redemption Song Lyrics Play """"Redemption Song""""on Amazon Music Old pirates, yes, they rob I; Sold I to",0.5139058232307434,2
181485165373413488,creede colorado travel guide,1476.0,https://www.tripadvisor.com/Tourism-g33376-Creede_Colorado-Vacations.html,1476,"Creede, Colorado",https://www.tripadvisor.com/Tourism-g33376-Creede_Colorado-Vacations.html,"Creede, Colorado ""2,450 reviews and opinions Creede, Colorado (tdb2013, Sep 2015)Lodging (18)465 Reviews Vacation Rentals (5)1 Review Flights Things to Do (14)723 Reviews Restaurants (12)1,246 Reviews Forum14 Posts Overview Places to Stay Location Things to Do Want to save up to 30% on your Creede hotel? We check up",0.36698096990585327,1
,,,,388,Colorado Ghost Towns,http://www.colorado.com/articles/colorado-ghost-towns,"Colorado Ghost Towns Colorado ghost towns offer a peek in the foggy windows of a once-rowdy brothel, an ATV trek on roads no one bothered to pave on their way out of town and stories of intense standoffs in gulches will remind you why this was the Wild West. St. Elmo, a Colorado ghost town near Buena Vista Colorado’s mi",0.6647049188613892,2
-9123785209207029660,reason for oversized switch game cases,1157.0,https://squishturtle.com/why-nintendo-switch-game-boxes-are-large-108181285d9a,1157,Why Nintendo Switch Game Boxes are Large,https://squishturtle.com/why-nintendo-switch-game-boxes-are-large-108181285d9a,Why Nintendo Switch Game Boxes are Large Why Nintendo Switch Game Boxes are Large Could there possibly be a reason behind Nintendo’s design decision? Nintendo Switch game cases are large considering the tiny size of the game cartridges and it has journalists in a spin as the gaming press tries to come to terms with the reasoning behind the,0.3509678840637207,1
,,,,1749,C - switch statement,https://www.tutorialspoint.com/cprogramming/switch_statement_in_c.htm,"C - switch statement ""C - switch statement Advertisements Previous Page Next Page A switch statement allows a variable to be tested for equality against a list of values. Each value is called a case, and the variable being switched on is checked for each switch case. Syntax The syntax for a switch statement in C program",0.5172637104988098,2
1880458545811726778,French novel about Vel' d'Hiv roundup,318.0,https://en.wikipedia.org/wiki/Sarah%27s_Key_%28novel%29,318,Sarah's Key  (novel),https://en.wikipedia.org/wiki/Sarah%27s_Key_%28novel%29,"Sarah's Key  (novel) ""From Wikipedia, the free encyclopedianavigation search For the film adaptation, see Sarah's Key. Sarah's Key French cover (2nd edition). Author Tatiana de Rosnay Original title Elle s'appelait Sarah Country France Language French Genre Holocaust Publisher France Loisirs Publication date September 2",0.7189579606056213,1
,,,,570,Dinesh D'Souza,http://www.imdb.com/name/nm1625338/,"Dinesh D'Souza ""SEE RANKDinesh D'Souza Writer | Director | Producer Dinesh D'Souza was born on April 25, 1961 in Bombay, Maharashtra, India. He is a writer and director, known for Hillary's America: The Secret History of the Democratic Party (2016), America: Imagine the World Without Her (2014) and 2016: Obama's A",0.7635598182678223,2
