query_id,query,relevant_doc,relevant_url,retrieved_id,retrieved_title,retrieved_url,retrieved_combined_text,retrieved_combined_distance,rank
570188088064721893,what did I search 02/29/2024,1734,https://www.firefox.com/2024-02-29/1-3,1816.0,2024-02-02 - 2/3,https://www.firefox.com/2024-02-02/2-3,"2024-02-02 - 2/3 Get Firefox for Windows, Mac or Linux. Firefox is a free web browser backed by Mozilla, a non-profit dedicated to internet health and privacy.",0.7458509206771851,1.0
,,1735,https://www.firefox.com/2024-02-29/2-3,1815.0,2024-02-02 - 1/3,https://www.firefox.com/2024-02-02/1-3,"2024-02-02 - 1/3 Get Firefox for Windows, Mac or Linux. Firefox is a free web browser backed by Mozilla, a non-profit dedicated to internet health and privacy.",0.747778058052063,2.0
,,1736,https://www.firefox.com/2024-02-29/3-3,,,,,,
-3790767460139778057,what did I search 06/2024,1455,https://www.firefox.com/2024-06-01/1-3,1440.0,2024-06-06 - 1/3,https://www.firefox.com/2024-06-06/1-3,"2024-06-06 - 1/3 Get Firefox for Windows, Mac or Linux. Firefox is a free web browser backed by Mozilla, a non-profit dedicated to internet health and privacy.",0.7318819761276245,1.0
,,1456,https://www.firefox.com/2024-06-01/2-3,1441.0,2024-06-06 - 2/3,https://www.firefox.com/2024-06-06/2-3,"2024-06-06 - 2/3 Get Firefox for Windows, Mac or Linux. Firefox is a free web browser backed by Mozilla, a non-profit dedicated to internet health and privacy.",0.7355899810791016,2.0
,,1457,https://www.firefox.com/2024-06-01/3-3,,,,,,
,,1452,https://www.firefox.com/2024-06-02/1-3,,,,,,
,,1453,https://www.firefox.com/2024-06-02/2-3,,,,,,
,,1454,https://www.firefox.com/2024-06-02/3-3,,,,,,
,,1449,https://www.firefox.com/2024-06-03/1-3,,,,,,
,,1450,https://www.firefox.com/2024-06-03/2-3,,,,,,
,,1451,https://www.firefox.com/2024-06-03/3-3,,,,,,
,,1446,https://www.firefox.com/2024-06-04/1-3,,,,,,
,,1447,https://www.firefox.com/2024-06-04/2-3,,,,,,
,,1448,https://www.firefox.com/2024-06-04/3-3,,,,,,
,,1443,https://www.firefox.com/2024-06-05/1-3,,,,,,
,,1444,https://www.firefox.com/2024-06-05/2-3,,,,,,
,,1445,https://www.firefox.com/2024-06-05/3-3,,,,,,
,,1440,https://www.firefox.com/2024-06-06/1-3,,,,,,
,,1441,https://www.firefox.com/2024-06-06/2-3,,,,,,
,,1442,https://www.firefox.com/2024-06-06/3-3,,,,,,
,,1437,https://www.firefox.com/2024-06-07/1-3,,,,,,
,,1438,https://www.firefox.com/2024-06-07/2-3,,,,,,
,,1439,https://www.firefox.com/2024-06-07/3-3,,,,,,
,,1434,https://www.firefox.com/2024-06-08/1-3,,,,,,
,,1435,https://www.firefox.com/2024-06-08/2-3,,,,,,
,,1436,https://www.firefox.com/2024-06-08/3-3,,,,,,
,,1431,https://www.firefox.com/2024-06-09/1-3,,,,,,
,,1432,https://www.firefox.com/2024-06-09/2-3,,,,,,
,,1433,https://www.firefox.com/2024-06-09/3-3,,,,,,
,,1428,https://www.firefox.com/2024-06-10/1-3,,,,,,
