query_id,retrieval_1_id,retrieval_1_title,retrieval_1_url,retrieval_1_combined_text,retrieval_1_distance,retrieval_2_id,retrieval_2_title,retrieval_2_url,retrieval_2_combined_text,retrieval_2_distance,retrieved_ids,retrieved_distances,model_name,query,relevant_docs,relevant_urls,k
7365909480476391502,0,How Healthy Is Jasmine Rice Compared to White Rice?,https://www.reference.com/food/healthy-jasmine-rice-compared-white-rice-52905f7934e7bdf0,"How Healthy Is Jasmine Rice Compared to White Rice? Food Food Facts Pasta & Grains Q: How Healthy Is Jasmine Rice Compared to White Rice? A: Quick Answer Jasmine rice is a type of white rice, so their nutrition profiles are very similar, with an almost negligible amount of difference in calories, fat and protein. Most differences between them are sim",0.29702481627464294,1,The Difference between Brown Basmati Rice and Brown Rice,http://www.3fatchicks.com/the-difference-between-brown-basmati-rice-and-brown-rice/,"The Difference between Brown Basmati Rice and Brown Rice The Difference between Brown Basmati Rice and Brown Rice By Sequoia 6 Nutrition Whether you regularly eat brown basmati rice, white rice, regular brown rice or some other type of rice altogether, it’s a good idea to learn about the differences between these variants. Because rice is such a common fo",0.3106313645839691,"[0, 1]","[0.29702481627464294, 0.3106313645839691]",minishlab/potion-retrieval-32M,healthy rice,"[0, 1]","['https://www.reference.com/food/healthy-jasmine-rice-compared-white-rice-52905f7934e7bdf0', 'http://www.3fatchicks.com/the-difference-between-brown-basmati-rice-and-brown-rice/']",2
9184081289876503900,2,CTS Endotoxin & Glucan Reference Information,http://www.acciusa.com/cts/info/index.html,"CTS Endotoxin & Glucan Reference Information CTS Endotoxin & Glucan Reference Information WHAT IS ENDOTOXIN? Endotoxin is a component of the cell wall in Gram negative bacteria. Specifically, endotoxin is a major component of the outside portion of the outer membrane of the Gram negative cell wall. Endotoxin is a very strong pyrogen and is con",0.5812512636184692,3,Your Visit to the Endocrinologist: What to Expect,http://www.healthline.com/health/type-2-diabetes/choosing-endocrinologist,"Your Visit to the Endocrinologist: What to Expect Your Visit to the Endocrinologist: What to Expect When to go What to expect Preparation Visiting an endocrinologist After narrowing down your search for an endocrinologist, you have finally selected the one that you think will give you the best care for your diabetes. Diabetes is one of the most com",0.6281736493110657,"[2, 3]","[0.5812512636184692, 0.6281736493110657]",minishlab/potion-retrieval-32M,endodontist,"[2, 3]","['http://www.acciusa.com/cts/info/index.html', 'http://www.healthline.com/health/type-2-diabetes/choosing-endocrinologist']",2
-2385395849126763567,4,Arsenal Gunners Will Be Best Team in Europe by 2020,http://bleacherreport.com/articles/1323058-arsenal-fc-why-the-gunners-will-be-the-best-team-in-europe-by-2020,Arsenal Gunners Will Be Best Team in Europe by 2020 Alex Livesey/Getty Images Arsenal has had various spells of success and failure of sorts. The Gunners have gone undefeated for an entire season and won the Premier League title. They have also experienced a pretty long stretch without winning major silverware. Each season seems to be the one which A,0.3044223487377167,5,Arsenal: Theo Walcott really needs to consider leaving,https://paininthearsenal.com/2017/09/20/arsenal-theo-walcott-consider-leaving/,Arsenal: Theo Walcott really needs to consider leaving Arsenal News Arsenal: Theo Walcott really needs to consider leavingby Mostapha Darwish 6 months ago Tweet Share x Comment Theo Walcott has had limited first team opportunities this season for Arsenal and that prospect does not look to be changing in the future. Theo Walcott started his first game fo,0.3356436491012573,"[4, 5]","[0.3044223487377167, 0.3356436491012573]",minishlab/potion-retrieval-32M,arsenal,"[4, 5]","['http://bleacherreport.com/articles/1323058-arsenal-fc-why-the-gunners-will-be-the-best-team-in-europe-by-2020', 'https://paininthearsenal.com/2017/09/20/arsenal-theo-walcott-consider-leaving/']",2
1469127702351254918,6,"Virat Kohli gets Arjuna Award, list of Arjun Awardees in Cricket",http://www.cricwaves.com/cricket/news/articles/JFGoNsbc34_drh-sevawcirc/virat-kohli-gets-arjuna-award-list-of-arjun-awardees-in-cricket.html,"Virat Kohli gets Arjuna Award, list of Arjun Awardees in Cricket Virat Kohli gets Arjuna Award, list of Arjun Awardees in Cricket Tags: India, Virat Kohli Published on: Sep 01, 2013The Arjuna Awards were instituted in 1961 by the government of India to recognize outstanding achievement in National sports. The award carries a cash prize of INR 500,000, a bronze st",0.6836332082748413,7,Which NFL players have won a Super Bowl a Heisman Trophy and a National Championship?,http://www.answers.com/Q/Which_NFL_players_have_won_a_Super_Bowl_a_Heisman_Trophy_and_a_National_Championship,Which NFL players have won a Super Bowl a Heisman Trophy and a National Championship? Answers.com ® Wiki Answers ® Categories Sports Football - American College Football Heisman Trophy Which NFL players have won a Super Bowl a Heisman Trophy and a National Championship? Flag Which NFL players have won a Super Bowl a Heisman Trophy and a National Championship? Answer by Laura Fellomin,0.6840023398399353,"[6, 7]","[0.6836332082748413, 0.6840023398399353]",minishlab/potion-retrieval-32M,gavaskar border trophy,"[6, 7]","['http://www.cricwaves.com/cricket/news/articles/JFGoNsbc34_drh-sevawcirc/virat-kohli-gets-arjuna-award-list-of-arjun-awardees-in-cricket.html', 'http://www.answers.com/Q/Which_NFL_players_have_won_a_Super_Bowl_a_Heisman_Trophy_and_a_National_Championship']",2
2717111109416926266,8,The 5 Career Grand Slam Winners in Men's Golf,https://www.thoughtco.com/career-grand-slam-winners-men-1565911,"The 5 Career Grand Slam Winners in Men's Golf Arts, Music, and Recreation ›Sports The 5 Career Grand Slam Winners in Men's Golf How those five did it, plus some of the giants who came close Share Flipboard Email Print Jack Nicklaus and Tiger Woods, two of the five Career Grand Slam winners. David Cannon/Getty Imagesby Brent Kelley Updated Augus",0.4780643582344055,9,Can Novak Djokovic surpass Federer and Nadal's Grand Slam titles?,https://www.quora.com/Can-Novak-Djokovic-surpass-Federer-and-Nadals-Grand-Slam-titles,"Can Novak Djokovic surpass Federer and Nadal's Grand Slam titles? Abhijit Mishra, Ambidextrous when I eat. But playing tennis, lets just say I have other skills Updated Oct 10, 2017 · Author has 120 answers and 976.3k answer views Originally Answered: Tennis: Will it be too early to say that Rafa Nadal and Novak Djokovic can beat Roger Federer Grand Slam Tally? It",0.48230865597724915,"[8, 9]","[0.4780643582344055, 0.48230865597724915]",minishlab/potion-retrieval-32M,grand slam champion,"[8, 9]","['https://www.thoughtco.com/career-grand-slam-winners-men-1565911', 'https://www.quora.com/Can-Novak-Djokovic-surpass-Federer-and-Nadals-Grand-Slam-titles']",2
2048072221772363304,10,5 Things You Should Know about Capital Gains Tax,https://turbotax.intuit.com/tax-tools/tax-tips/Investments-and-Taxes/5-Things-You-Should-Know-About-Capital-Gains-Tax/INF26154.html,"5 Things You Should Know about Capital Gains Tax Capital gains aren't just for rich people Anyone who sells a capital asset should know that capital gains tax may apply. And as the Internal Revenue Service points out, just about everything you own qualifies as a capital asset. That's the case whether you bought it as an investment, such as stocks",0.3467683792114258,11,What Is the Capital Gains Tax Rate on the Sale of a Home?,http://homeguides.sfgate.com/capital-gains-tax-rate-sale-home-1959.html,"What Is the Capital Gains Tax Rate on the Sale of a Home? Related Articles How Do I Figure Capital Gains Tax on Real Estate? Capital Gains Rules for Investment Property Can I Sell My House & Reinvest in Another House and Not Pay Taxes? What Are Capital Gains Rates on Real Estate? A capital gain is a profit that you realize on the sale of an asset, such as",0.3767238259315491,"[10, 11]","[0.3467683792114258, 0.3767238259315491]",minishlab/potion-retrieval-32M,capital gain,"[10, 11]","['https://turbotax.intuit.com/tax-tools/tax-tips/Investments-and-Taxes/5-Things-You-Should-Know-About-Capital-Gains-Tax/INF26154.html', 'http://homeguides.sfgate.com/capital-gains-tax-rate-sale-home-1959.html']",2
-3908998630858148654,12,Get High Limit Business Credit Cards That Protect Personal Credit,http://www.businesscreditblogger.com/2013/09/05/high-limit-business-credit-cards/,"Get High Limit Business Credit Cards That Protect Personal Credit Get High Limit Business Credit Cards That Protect Personal Credit September 5, 2013 By Marco Carbajo High Limit Business Credit Cards Are you looking for business credit cards with high credit limits? Would high limit business credit cards that report payment history only to your business credit rep",0.2611892521381378,13,Understanding your credit limit and how to use it,https://www.bankofamerica.com/credit-cards/education/understanding-your-credit-limit.go,"Understanding your credit limit and how to use it Credit Understanding your credit limit and how to use it Share Save Print Did you know that one of the easiest ways to boost your credit score is by properly managing your credit limit? We’ve put together some tips to help you do just that, including a review of how your credit limit is determined a",0.26294267177581787,"[12, 13]","[0.2611892521381378, 0.26294267177581787]",minishlab/potion-retrieval-32M,credit limit,"[12, 13]","['http://www.businesscreditblogger.com/2013/09/05/high-limit-business-credit-cards/', 'https://www.bankofamerica.com/credit-cards/education/understanding-your-credit-limit.go']",2
8020544216898425590,14,Does Pennsylvania tax the income from an annuity?,https://www.picpa.org/articles/picpa-news/2016/03/14/does-pennsylvania-tax-the-income-from-an-annuity,"Does Pennsylvania tax the income from an annuity? Does Pennsylvania tax the income from an annuity? Mar 14, 2016My husband is retired and receives income from an annuity. Does Pennsylvania tax income from an annuity? If you invest in a retirement annuity that is not part of an employer-sponsored program or a commonly recognized retirement program,",0.248248890042305,15,How Annuities Protect Against Longevity Risk,https://www.nextavenue.org/how-annuities-protect-against-longevity-risk/,"How Annuities Protect Against Longevity Risk How Annuities Protect Against Longevity Risk Make sure you don't outlive your retirement finances Immediate annuities offer income for life (or for a set period of time, such as 10 or 20 years). When selected for lifetime income, annuities function like Social Security retirement payments or corpora",0.34295105934143066,"[14, 15]","[0.248248890042305, 0.34295105934143066]",minishlab/potion-retrieval-32M,annuity,"[14, 15]","['https://www.picpa.org/articles/picpa-news/2016/03/14/does-pennsylvania-tax-the-income-from-an-annuity', 'https://www.nextavenue.org/how-annuities-protect-against-longevity-risk/']",2
35706021503240422,16,Animal Anatomy And Physiology (Animal Husbandry I ),https://www.acs.edu.au/courses/animal-anatomy-and-physiology-animal-husbandry-i--164.aspx,"Animal Anatomy And Physiology (Animal Husbandry I ) Home > Courses > Agriculture > Animal Anatomy And Physiology (Animal Husbandry I )Animal Anatomy And Physiology (Animal Husbandry I )Learn animal anatomy and physiology from our team of professional animal scientists. Study animal systems and physiology, potential health issues, and more. Course Cod",0.3729807436466217,17,P4- Explain the physiology of two named body systems in relation to energy metabolism in the body.,http://www.markedbyteachers.com/as-and-a-level/healthcare/p4-explain-the-physiology-of-two-named-body-systems-in-relation-to-energy-metabolism-in-the-body.html,P4- Explain the physiology of two named body systems in relation to energy metabolism in the body. P4- Explain the physiology of two named body systems in relation to energy metabolism in the body. Extracts from this document... Introduction M. Ugiagbe Omi Chowdhury CU149521 Unit 5- Anatomy and physiology for Health and Social Care P4- Explain the physiology of two named body systems in relation,0.4348466694355011,"[16, 17]","[0.3729807436466217, 0.4348466694355011]",minishlab/potion-retrieval-32M,physiology,"[16, 17]","['https://www.acs.edu.au/courses/animal-anatomy-and-physiology-animal-husbandry-i--164.aspx', 'http://www.markedbyteachers.com/as-and-a-level/healthcare/p4-explain-the-physiology-of-two-named-body-systems-in-relation-to-energy-metabolism-in-the-body.html']",2
8946233849176454605,18,"myopia and astigmatism, lattice , paving stone",http://www.medhelp.org/posts/Eye-Care/myopia-and-astigmatism--lattice---paving-stone/show/776998,"myopia and astigmatism, lattice , paving stone myopia and astigmatism, lattice , paving stonealodocter01I wear spectacles since 8 yrs old. My eye vision slowly but gradually deterioted through years and now at 40 yrs old, I still have strong myopia (> 10) and astigmatism problem with both eyes (right and left). And I also can't see well both lon",0.3780379891395569,19,What Is the Difference between Myopia and Hyperopia?,http://www.wisegeek.com/what-is-the-difference-between-myopia-and-hyperopia.htm,"What Is the Difference between Myopia and Hyperopia? A person with myopia can see things that are near but cannot clearly see things that are far, while a person with hyperopia can see things that are far but cannot clearly see things that are near. Myopia and hyperopia are also known as nearsightedness and farsightedness, respectively. The range of t",0.43352827429771423,"[18, 19]","[0.3780379891395569, 0.43352827429771423]",minishlab/potion-retrieval-32M,myopia,"[18, 19]","['http://www.medhelp.org/posts/Eye-Care/myopia-and-astigmatism--lattice---paving-stone/show/776998', 'http://www.wisegeek.com/what-is-the-difference-between-myopia-and-hyperopia.htm']",2
