query_id,query,relevant_doc,relevant_url,retrieved_id,retrieved_title,retrieved_url,retrieved_combined_text,retrieved_combined_distance,rank
453764956984008590,healthy rice,0,https://www.reference.com/food/healthy-jasmine-rice-compared-white-rice-52905f7934e7bdf0,1867,The Deadly Opposition to Genetically Modified Food,http://www.slate.com/articles/health_and_science/project_syndicate0/2013/02/gm_food_golden_rice_will_save_millions_of_people_from_vitamin_a_deficiency.html,"The Deadly Opposition to Genetically Modified Food Plant biotechnologist Dr. Swapan Datta inspects a genetically modified ""golden rice"" plant at the International Rice Research Institute in the Philippines in 2003. After a long delay, the rice, rich in Vitamin A, will finally be grown in that country. Photo by David Greedy/Getty Images. Finally, aft",0.44815948605537415,1
,,1,http://www.3fatchicks.com/the-difference-between-brown-basmati-rice-and-brown-rice/,0,How Healthy Is Jasmine Rice Compared to White Rice?,https://www.reference.com/food/healthy-jasmine-rice-compared-white-rice-52905f7934e7bdf0,"How Healthy Is Jasmine Rice Compared to White Rice? Food Food Facts Pasta & Grains Q: How Healthy Is Jasmine Rice Compared to White Rice? A: Quick Answer Jasmine rice is a type of white rice, so their nutrition profiles are very similar, with an almost negligible amount of difference in calories, fat and protein. Most differences between them are sim",0.47572508454322815,2
998583430949935451,endodontist,2,http://www.acciusa.com/cts/info/index.html,5388,"Apical periodontitis: symptoms, diagnosis, treatment",https://acikgunluk.net/apikalnyj-periodontit-simptomy-diagnostika-lechenie/,"Apical periodontitis: symptoms, diagnosis, treatment Stomatology Apical periodontitis: symptoms, diagnosis, treatment Apical periodontitis is a rather unpleasant disease that causes a lot of pain and can lead to tooth loss. Therefore, it should be treated in the early stages of development. Toothache always brings a lot of discomfort, as it deprives a",0.6127883195877075,1
,,3,http://www.healthline.com/health/type-2-diabetes/choosing-endocrinologist,6688,Animal Dentistry & Oral Surgery Specialists LLC,http://www.mypetsdentist.com/root-canal-therapy.pml,"Animal Dentistry & Oral Surgery Specialists LLC Root Canal Therapy for dogs and cats Root canal therapy is routinely performed to save teeth in dogs and cats. Teeth serve an important function and it is often beneficial to save them. We have performed root canal therapy on all teeth in dogs however there are ""strategic"" teeth (canines, upper four",0.6198025345802307,2
5667469747183835017,arsenal,4,http://bleacherreport.com/articles/1323058-arsenal-fc-why-the-gunners-will-be-the-best-team-in-europe-by-2020,4,Arsenal Gunners Will Be Best Team in Europe by 2020,http://bleacherreport.com/articles/1323058-arsenal-fc-why-the-gunners-will-be-the-best-team-in-europe-by-2020,Arsenal Gunners Will Be Best Team in Europe by 2020 Alex Livesey/Getty Images Arsenal has had various spells of success and failure of sorts. The Gunners have gone undefeated for an entire season and won the Premier League title. They have also experienced a pretty long stretch without winning major silverware. Each season seems to be the one which A,0.3421541154384613,1
,,5,https://paininthearsenal.com/2017/09/20/arsenal-theo-walcott-consider-leaving/,6154,arsenalnoun  [ C] uk â / ËÉË.s É n. É l / usâ / ËÉËr.s É n. É l /,http://dictionary.cambridge.org/dictionary/english/arsenal,"arsenalnoun  [ C] uk â / ËÉË.s É n. É l / usâ / ËÉËr.s É n. É l / Meaning of “arsenal” in the English Dictionary English American""arsenal"" in English See all translationsarsenalnoun [ C] uk / ˈɑː.s ə n. ə l / us / ˈɑːr.s ə n. ə l / a building where weapons and military equipment are stored: The army planned to attack enemy arsenals. a collection of weapons: The co",0.4252069890499115,2
1981403382158431622,gavaskar border trophy,6,http://www.cricwaves.com/cricket/news/articles/JFGoNsbc34_drh-sevawcirc/virat-kohli-gets-arjuna-award-list-of-arjun-awardees-in-cricket.html,4170,India vs South Africa: India break a World Cup jinx,http://indianexpress.com/article/sports/cricket-world-cup/2299764/live-cricket-score-india-vs-south-africa/,"India vs South Africa: India break a World Cup jinx It was a clinical performance from India which helped them thump South Africa by 130 runs at the MCG. (Source: Reuters)Long after the television anchors said “that’s all from the presentation party” line, the cameras continued to flash in the MCG stands. Selfies with tickets in hand and the scoreboa",0.6064951419830322,1
,,7,http://www.answers.com/Q/Which_NFL_players_have_won_a_Super_Bowl_a_Heisman_Trophy_and_a_National_Championship,6,"Virat Kohli gets Arjuna Award, list of Arjun Awardees in Cricket",http://www.cricwaves.com/cricket/news/articles/JFGoNsbc34_drh-sevawcirc/virat-kohli-gets-arjuna-award-list-of-arjun-awardees-in-cricket.html,"Virat Kohli gets Arjuna Award, list of Arjun Awardees in Cricket Virat Kohli gets Arjuna Award, list of Arjun Awardees in Cricket Tags: India, Virat Kohli Published on: Sep 01, 2013The Arjuna Awards were instituted in 1961 by the government of India to recognize outstanding achievement in National sports. The award carries a cash prize of INR 500,000, a bronze st",0.6375861763954163,2
8925590343842086760,grand slam champion,8,https://www.thoughtco.com/career-grand-slam-winners-men-1565911,8,The 5 Career Grand Slam Winners in Men's Golf,https://www.thoughtco.com/career-grand-slam-winners-men-1565911,"The 5 Career Grand Slam Winners in Men's Golf Arts, Music, and Recreation ›Sports The 5 Career Grand Slam Winners in Men's Golf How those five did it, plus some of the giants who came close Share Flipboard Email Print Jack Nicklaus and Tiger Woods, two of the five Career Grand Slam winners. David Cannon/Getty Imagesby Brent Kelley Updated Augus",0.48071038722991943,1
,,9,https://www.quora.com/Can-Novak-Djokovic-surpass-Federer-and-Nadals-Grand-Slam-titles,9,Can Novak Djokovic surpass Federer and Nadal's Grand Slam titles?,https://www.quora.com/Can-Novak-Djokovic-surpass-Federer-and-Nadals-Grand-Slam-titles,"Can Novak Djokovic surpass Federer and Nadal's Grand Slam titles? Abhijit Mishra, Ambidextrous when I eat. But playing tennis, lets just say I have other skills Updated Oct 10, 2017 · Author has 120 answers and 976.3k answer views Originally Answered: Tennis: Will it be too early to say that Rafa Nadal and Novak Djokovic can beat Roger Federer Grand Slam Tally? It",0.5552157163619995,2
4554695121989207583,capital gain,10,https://turbotax.intuit.com/tax-tools/tax-tips/Investments-and-Taxes/5-Things-You-Should-Know-About-Capital-Gains-Tax/INF26154.html,10,5 Things You Should Know about Capital Gains Tax,https://turbotax.intuit.com/tax-tools/tax-tips/Investments-and-Taxes/5-Things-You-Should-Know-About-Capital-Gains-Tax/INF26154.html,"5 Things You Should Know about Capital Gains Tax Capital gains aren't just for rich people Anyone who sells a capital asset should know that capital gains tax may apply. And as the Internal Revenue Service points out, just about everything you own qualifies as a capital asset. That's the case whether you bought it as an investment, such as stocks",0.48966583609580994,1
,,11,http://homeguides.sfgate.com/capital-gains-tax-rate-sale-home-1959.html,11,What Is the Capital Gains Tax Rate on the Sale of a Home?,http://homeguides.sfgate.com/capital-gains-tax-rate-sale-home-1959.html,"What Is the Capital Gains Tax Rate on the Sale of a Home? Related Articles How Do I Figure Capital Gains Tax on Real Estate? Capital Gains Rules for Investment Property Can I Sell My House & Reinvest in Another House and Not Pay Taxes? What Are Capital Gains Rates on Real Estate? A capital gain is a profit that you realize on the sale of an asset, such as",0.5455938577651978,2
-6535315897767505340,credit limit,12,http://www.businesscreditblogger.com/2013/09/05/high-limit-business-credit-cards/,13,Understanding your credit limit and how to use it,https://www.bankofamerica.com/credit-cards/education/understanding-your-credit-limit.go,"Understanding your credit limit and how to use it Credit Understanding your credit limit and how to use it Share Save Print Did you know that one of the easiest ways to boost your credit score is by properly managing your credit limit? We’ve put together some tips to help you do just that, including a review of how your credit limit is determined a",0.4221680462360382,1
,,13,https://www.bankofamerica.com/credit-cards/education/understanding-your-credit-limit.go,12,Get High Limit Business Credit Cards That Protect Personal Credit,http://www.businesscreditblogger.com/2013/09/05/high-limit-business-credit-cards/,"Get High Limit Business Credit Cards That Protect Personal Credit Get High Limit Business Credit Cards That Protect Personal Credit September 5, 2013 By Marco Carbajo High Limit Business Credit Cards Are you looking for business credit cards with high credit limits? Would high limit business credit cards that report payment history only to your business credit rep",0.5416975021362305,2
-3585769934887834571,annuity,14,https://www.picpa.org/articles/picpa-news/2016/03/14/does-pennsylvania-tax-the-income-from-an-annuity,15,How Annuities Protect Against Longevity Risk,https://www.nextavenue.org/how-annuities-protect-against-longevity-risk/,"How Annuities Protect Against Longevity Risk How Annuities Protect Against Longevity Risk Make sure you don't outlive your retirement finances Immediate annuities offer income for life (or for a set period of time, such as 10 or 20 years). When selected for lifetime income, annuities function like Social Security retirement payments or corpora",0.4867360293865204,1
,,15,https://www.nextavenue.org/how-annuities-protect-against-longevity-risk/,1386,E-Delivery puts you in charge of your annuity paperwork!,https://www.annuities.prudential.com/view/page/investor/13946,E-Delivery puts you in charge of your annuity paperwork! 0170032-00008-00 Ed. 07/2014HOME | CONTACT US | SITE MAP | PROSPECTUS | TERMS & CONDITIONS | PRIVACY STATEMENTNY - Domestic Violence Notice | Accessibility Help | Check the background of this firm on FINRA's Broker Check Investors should consider the features of the contract and the underlying portf,0.5245184302330017,2
631880101646874185,physiology,16,https://www.acs.edu.au/courses/animal-anatomy-and-physiology-animal-husbandry-i--164.aspx,17,P4- Explain the physiology of two named body systems in relation to energy metabolism in the body.,http://www.markedbyteachers.com/as-and-a-level/healthcare/p4-explain-the-physiology-of-two-named-body-systems-in-relation-to-energy-metabolism-in-the-body.html,P4- Explain the physiology of two named body systems in relation to energy metabolism in the body. P4- Explain the physiology of two named body systems in relation to energy metabolism in the body. Extracts from this document... Introduction M. Ugiagbe Omi Chowdhury CU149521 Unit 5- Anatomy and physiology for Health and Social Care P4- Explain the physiology of two named body systems in relation,0.4401669502258301,1
,,17,http://www.markedbyteachers.com/as-and-a-level/healthcare/p4-explain-the-physiology-of-two-named-body-systems-in-relation-to-energy-metabolism-in-the-body.html,16,Animal Anatomy And Physiology (Animal Husbandry I ),https://www.acs.edu.au/courses/animal-anatomy-and-physiology-animal-husbandry-i--164.aspx,"Animal Anatomy And Physiology (Animal Husbandry I ) Home > Courses > Agriculture > Animal Anatomy And Physiology (Animal Husbandry I )Animal Anatomy And Physiology (Animal Husbandry I )Learn animal anatomy and physiology from our team of professional animal scientists. Study animal systems and physiology, potential health issues, and more. Course Cod",0.4670651853084564,2
