query_id,retrieval_1_id,retrieval_1_title,retrieval_1_url,retrieval_1_combined_text,retrieval_1_distance,retrieval_2_id,retrieval_2_title,retrieval_2_url,retrieval_2_combined_text,retrieval_2_distance,retrieved_ids,retrieved_distances,model_name,query,relevant_docs,relevant_urls,k
2616851185720658144,368,ZyXEL US Support Document,http://faq.us.zyxel.com/Support/Faq.aspx,"ZyXEL US Support Document Zy XEL US Support Document Search Support Document Website by:1 | 2 | 3 | 4 Next SD-10237: How do I connect the NBG-416N with my Cable Modem so I can get on-line? Synopsis: When you first set up a new wireless router with a cable modem, some steps must be followed so that the cable modem will connec",0.29205241799354553,260,Can you connect computer to coaxial cable line with an adapter,http://www.tomshardware.com/answers/id-2294139/connect-computer-coaxial-cable-line-adapter.html,"Can you connect computer to coaxial cable line with an adapter ""Can you connect computer to coaxial cable line with an adapterfire404 Sep 10, 2014, 11:21 AMI have been reading through a lot of topics and I can't seem to find the answer I am looking for. At my work we have cable tv coaxial running to small digital boxes for each tv. We do not have wireless but a",0.6364844441413879,"[368, 260]","[0.29205241799354553, 0.6364844441413879]",minishlab/potion-retrieval-32M,connect Zyxel NBG-416N to cable modem,[368],['http://faq.us.zyxel.com/Support/Faq.aspx'],2
-8477029128523451786,1418,Market Division or Customer Allocation,https://www.ftc.gov/tips-advice/competition-guidance/guide-antitrust-laws/dealings-competitors/market-division-or,"Market Division or Customer Allocation ""Market Division or Customer Allocation Plain agreements among competitors to divide sales territories or assign customers are almost always illegal. These arrangements are essentially agreements not to compete: """"I won't sell in your market if you don't sell in mine."""" The FTC uncovered such an agr",0.5343082547187805,2385,Market Share,http://www.investinganswers.com/financial-dictionary/businesses-corporations/market-share-778,Market Share Market Share What it is: Market share refers to a company's portion of sales within the entire market in which it operates. This metric indicates a company's size within its market. How it works (Example): The formula for market share is: Market Share = (Particular Company's Sales Revenue in Time Pe,0.6749570369720459,"[1418, 2385]","[0.5343082547187805, 0.6749570369720459]",minishlab/potion-retrieval-32M,is dividing customers between competitors illegal,[1418],['https://www.ftc.gov/tips-advice/competition-guidance/guide-antitrust-laws/dealings-competitors/market-division-or'],2
-7925435544174135135,1765,Learn What an Institutional Client Is in Finance,https://www.thebalance.com/institutional-client-1287036,"Learn What an Institutional Client Is in Finance Finance Careers Finance Career Glossary Learn What an Institutional Client Is in Finance Share Flip Pin Share Email•••By Mark Kolakowski Updated October 13, 2017Institutional clients, as defined by most financial services firms, consist of large non-financial corporations, as well as other financial",0.26380178332328796,1743,About Financial Consulting,http://www.ifconsultants.org/finconsulting.html,"About Financial Consulting About Financial Consulting What is Financial Consulting? Financial consulting is a service provided by Certified Financial Consultants to large corporations, government agencies and individual clients. The role of a financial consultant is to provide an independent, expert opinion on a proposed busi",0.5756466388702393,"[1765, 1743]","[0.26380178332328796, 0.5756466388702393]",minishlab/potion-retrieval-32M,who are institutional clients in finance,[1765],['https://www.thebalance.com/institutional-client-1287036'],2
-6248066143282910534,1419,Paramedic Training,http://www.paramedictrainingspot.com/,Paramedic Training Discover schools in your local area that offer EMT or Paramedic training classes. LEARN MOREGet prepared for the NREMT examination with study guides and test questions. LEARN MORELearn how much EMT-Paramedic’s in your city earn annually . LEARN MORECongratulations on your decision to pursue a parame,0.3745327591896057,1426,How to Find a Paramedic School,http://classroom.synonym.com/find-paramedic-school-2306629.html,"How to Find a Paramedic School ""Home » College How to Find a Paramedic School By Audrey Esposito Finding a good paramedic school can be difficult. Know what you are looking for before you start your search, and soon you will locate the paramedic school that's right for you. Read on to learn how to find a paramedic school. Keep in",0.43713682889938354,"[1419, 1426]","[0.3745327591896057, 0.43713682889938354]",minishlab/potion-retrieval-32M,find paramedic training near me,[1419],['http://www.paramedictrainingspot.com/'],2
-8783797670240482422,1452,Hereâs how much itâll cost you to buy the Surface Pro 3 and its accessories,http://bgr.com/2014/05/20/surface-pro-3-prices-and-release-date/,"Hereâs how much itâll cost you to buy the Surface Pro 3 and its accessories Tablets Image Source: Microsoft Corporation Here’s how much it’ll cost you to buy the Surface Pro 3 and its accessories Chris Smith @chris_writes May 20th, 2014 at 1:08 PMShare Tweet The Surface Pro 3 is most likely one of the best Windows 8.1 tablets/laptops around, and Microsoft is eager to offer",0.3802129328250885,2034,Microsoft Surface 2 vs. Surface Pro 2 Purchase Review,http://www.ebay.com/gds/Microsoft-Surface-2-vs-Surface-Pro-2-Purchase-Review-/10000000178005145/g.html,"Microsoft Surface 2 vs. Surface Pro 2 Purchase Review ""Home Buying Guides Computers/Tablets & Networking Tablet & e Book Reader Accs Cases, Covers, Keyboard Folios Microsoft Surface 2 vs. Surface Pro 2 Purchase Reviewm.fashions 125 Likes Like February 4, 2014Microsoft released the Surface 2 and the Surface Pro 2 in October 2013. Consumers are often con",0.43439358472824097,"[1452, 2034]","[0.3802129328250885, 0.43439358472824097]",minishlab/potion-retrieval-32M,Surface Pro 3 cost and release details,[1452],['http://bgr.com/2014/05/20/surface-pro-3-prices-and-release-date/'],2
1767210390119624850,93,Clinical Data Management - Guidelines and Importance,https://www.biotecharticles.com/Pharmacy-Article/Clinical-Data-Management-Guidelines-and-Importance-2863.html,"Clinical Data Management - Guidelines and Importance ""Clinical Data Management - Guidelines and Importance By: Geetanjali Murari | Category: Pharmacy | Date: 2013-03-19 12:14:13 | Views: 5869Article Summary: The management of clinical data is a tedious and lethargic task. It requires project management, team work, planing, execution of the work, etc.",0.5008987188339233,1976,Fractures,https://www.nlm.nih.gov/medlineplus/fractures.html,"Fractures Fractures Also called: Broken bone On this page Basics Summary Diagnosis and Tests Prevention and Risk Factors Treatments and Therapies Learn More Living With Specifics See, Play and Learn Images Research Statistics and Research Clinical Trials Journal Articles Resources Find an Expert For You Child",0.6029012203216553,"[93, 1976]","[0.5008987188339233, 0.6029012203216553]",minishlab/potion-retrieval-32M,how to manage clinical trial data,[93],['https://www.biotecharticles.com/Pharmacy-Article/Clinical-Data-Management-Guidelines-and-Importance-2863.html'],2
-8862029053078334844,1509,What does RLQ stand for?,https://www.acronymfinder.com/Slang/RLQ.html,"What does RLQ stand for? What does RLQ stand for? Your abbreviation search returned 7 meaningsshowing only Slang/Internet Slang definitions ( Show all)Link/Page Citation Category Filters All definitions (7) Information Technology (2) Military & Government (0) Science & Medicine (1) Organizations, Schools, etc. (3) Business",0.3243807554244995,1566,"As a Private Lawyer, Ted Cruz Defended Companies Found Guilty of Wrongdoing",http://www.motherjones.com/politics/2015/03/ted-cruz-lawyer-braun-medical-shandong-linglong,"As a Private Lawyer, Ted Cruz Defended Companies Found Guilty of Wrongdoing ""<a href=""""https://www.flickr.com/photos/gageskidmore/5844354288/in/photolist-o AQ3p3-h5af PL-o Ti Eq6-gb3cq B-av6umx-g HYFC3-r Anv1C-f2Veuo-g NF8L3-fmjvi Z-9bvh7X-9Ur QV7-qacm Jh-fyjq EN-ehq PY1-myp9DR-q8e Ec8-q Tskg B-fmzuv A-ehq Qf W-r Kw7p S-ehk63T-pp GRvp-fmzr Zb-n G7pa W-b EXejf-b TRZU2-q Bsw",0.6180393099784851,"[1509, 1566]","[0.3243807554244995, 0.6180393099784851]",minishlab/potion-retrieval-32M,RLQ slang abbreviation meaning,[1509],['https://www.acronymfinder.com/Slang/RLQ.html'],2
1396351638131207343,1589,What type of rock is the Earth's crust made of?,http://www.answers.com/Q/What_is_the_most_common_type_of_rock_in_the_earth's_crust,"What type of rock is the Earth's crust made of? ""Paul Jones Owner of Jones Mineral Cabinet, Geology and Paleontology Supervisor, interested in Earth and Planetary sciences What type of rock is the Earth's crust made of? The Earth's crust is composed of all three rock types; igneous, metamorphic, and sedimentary. The bulk of it is igneous. Paul Jo",0.306295782327652,727,What Is the Most Common Mineral?,http://geology.about.com/od/minerals/f/mostcommonmin.htm,"What Is the Most Common Mineral? ""Science, Tech, Math ›Science What Is the Most Common Mineral? Share Flipboard Email Print Quartz is the most common mineral of the Earth's continents. Andrew Alden photoby Andrew Alden Updated January 08, 2018Depending on how the question is worded, the answer could be quartz, feldspar or bridgmani",0.5733931660652161,"[1589, 727]","[0.306295782327652, 0.5733931660652161]",minishlab/potion-retrieval-32M,most common mineral in Earth's crust,[727],['http://geology.about.com/od/minerals/f/mostcommonmin.htm'],2
-6735425840302228230,1521,Promises/A+,https://promisesaplus.com/,"Promises/A+ Promises/A+An open standard for sound, interoperable Java Script promises—by implementers, for implementers. A promise represents the eventual result of an asynchronous operation. The primary way of interacting with a promise is through its then method, which registers callbacks to receive either a",0.4179360568523407,1725,Express.js: A Server-Side JavaScript Framework,https://www.upwork.com/hiring/development/express-js-a-server-side-javascript-framework/,"Express.js: A Server-Side JavaScript Framework Express.js: A Server-Side Java Script Framework Hiring Headquarters Home Web Development Express.js: A Server-Side Java Script Framework You’re probably aware that Java Script is the programming language most often used to add interactivity to the front end of a website, but its capabilities go far",0.4991426169872284,"[1521, 1725]","[0.4179360568523407, 0.4991426169872284]",minishlab/potion-retrieval-32M,spec for implementing JavaScript promises,[1521],['https://promisesaplus.com/'],2
-5182446573446886128,2055,"Fretter, Inc.",http://www.company-histories.com/Fretter-Inc-Company-History.html,"Fretter, Inc. ""Fretter, Inc. Address: 12501 Grand River Avenue Brighton, Michigan 48116 U. S. A. Telephone: (810) 220-5000 Fax: (810) 220-5686 Statistics: Public Company Incorporated: 1951 Employees: 1,699 Sales: $545.51 million Stock Exchanges: NASDAQ SICs: 5731 Radio, TV & Electronics Stores; 5722 Household App",0.5344529151916504,1443,Difference Between Amplifier and Repeater,http://www.differencebetween.com/difference-between-amplifier-and-vs-repeater/,"Difference Between Amplifier and Repeater ""Difference Between Amplifier and Repeater Posted on July 30, 2011 by admin Amplifier vs Repeater Amplifier and repeater are two types of electronic circuits used in communication. Usually communication happens between two points (called sending and receiving points) through a wired, wireless or opt",0.7370421290397644,"[2055, 1443]","[0.5344529151916504, 0.7370421290397644]",minishlab/potion-retrieval-32M,Fretter Michigan electronics chain history,[2055],['http://www.company-histories.com/Fretter-Inc-Company-History.html'],2
-4253320597435926311,2321,Black Designer Handbags,"https://www.overstock.com/Clothing-Shoes/Designer-Handbags/Black,/handbag-color,/2102/cat.html","Black Designer Handbags ""Black Designer Handbags Clothing & Shoes / Designer Store / Designer Handbags1-60 of 341 Results Best Selling On Sale Price Low - High Price High - Low Avg. Customer Rating New Arrivals Brands Gucci Fendi Kate Spade Michael Kors Coach Burberry Tory Burch Yves Saint Laurent Dooney & Bourke MCMChloe",0.363156795501709,2324,What does a Fashion Designer do?,https://www.yourfreecareertest.com/fashion-designer/,"What does a Fashion Designer do? A fashion designer designs clothes, accessories, or shoes for consumers and retail companies. They create new designs that may use a variety of materials and and specify the measurements of those designs. During the design process, they decide on fabrics, colors, styles and the accessories needed to",0.5788165330886841,"[2321, 2324]","[0.363156795501709, 0.5788165330886841]",minishlab/potion-retrieval-32M,black designer handbags online,[2321],"['https://www.overstock.com/Clothing-Shoes/Designer-Handbags/Black,/handbag-color,/2102/cat.html']",2
1362469422820064627,354,Shopify Inc.  (SHOP),https://www.thestreet.com/quote/SHOP.html,"Shopify Inc.  (SHOP) ""Shopify Inc. (SHOP)Follow117.42NYSE : Technology Services Apr 6, 2018 4:02 PM EDTPrev Close 120.14Day Low/High 115.96 / 120.7952 Wk Low/High 67.45 / 154.82Avg Volume 1.73MExchange NYSEShares Outstanding 92.19MMarket Cap 12.61BEPS -0.40P/E Ratio N/ADiv & Yield N. A. (N. A)Summary Profile News Financ",0.5544926524162292,1862,What is MSRP?,http://www.wisegeek.org/what-is-msrp.htm,"What is MSRP? ""MSRP, or Manufacturer Suggested Retail Price, is the selling price that a manufacturer recommends for its products. It is also sometimes referred to as the list price, and is most commonly associated in the car industry. Manufacturer prices are used for marketing by retail businesses and for compar",0.5987585186958313,"[354, 1862]","[0.5544926524162292, 0.5987585186958313]",minishlab/potion-retrieval-32M,Shopify stock price and profile,[354],['https://www.thestreet.com/quote/SHOP.html'],2
7341502608375551104,532,2015 GMC Sierra Elevation Edition To Arrive at Dealerships by Year's End,https://www.edmunds.com/car-news/2015-gmc-sierra-elevation-edition-to-arrive-at-dealership-by-years-end.html,"2015 GMC Sierra Elevation Edition To Arrive at Dealerships by Year's End 2015 GMC Sierra Elevation Edition To Arrive at Dealerships by Year's End Published: 09/19/2014 - by Anita Lienert, Correspondent Email Print Comments (0)View Full Screen Just the Facts: The 2015 GMC Sierra Elevation Edition, a special version of the pickup truck with a monochromatic look, is set to",0.32877621054649353,715,7 Biggest Earthquakes in California HistoryâNapa's Not Even Close,https://news.nationalgeographic.com/news/2014/08/140825-earthquake-california-biggest-magnitude-history/,"7 Biggest Earthquakes in California HistoryâNapa's Not Even Close ""7 Biggest Earthquakes in California History—Napa's Not Even Close The state has been home to many of the highest magnitude shake-ups in the contiguous United States. A California winemaker assesses damage to wine stocks following an earthquake in storied Napa Valley on Sunday, Aug. 24, 2014. Photog",0.7370860576629639,"[532, 715]","[0.32877621054649353, 0.7370860576629639]",minishlab/potion-retrieval-32M,when 2015 Sierra Elevation hits dealerships,[532],['https://www.edmunds.com/car-news/2015-gmc-sierra-elevation-edition-to-arrive-at-dealership-by-years-end.html'],2
-5207903627478083248,471,Payroll Taxes and Employer Responsibilities,https://www.thebalance.com/payroll-taxes-3193126,"Payroll Taxes and Employer Responsibilities Taxes Business Taxes Payroll Taxes and Employer Responsibilities How to Calculate and Report Deductions Share Flip Pin Email•••By Diana Van Blaricom Updated January 07, 2018Employers report payroll by calculating gross monthly wage earnings and various payroll deductions to arrive at net pay. Althou",0.22568562626838684,124,Calculate Gross Pay Based on Net Pay,http://www.gnjpc.com/calculators/payroll/grossup.php,"Calculate Gross Pay Based on Net Pay Home > Payroll > Gross-up Calculate Gross Pay Based on Net Pay Use this calculator to gross up wages based on net pay. For example if an employee receives $100 in taxable benefits or cash, this calculator can be used to calculate the gross amount that must be used when calculating payroll taxes. Of",0.39013543725013733,"[471, 124]","[0.22568562626838684, 0.39013543725013733]",minishlab/potion-retrieval-32M,how employers calculate and report payroll taxes,[471],['https://www.thebalance.com/payroll-taxes-3193126'],2
-450253891999712734,2104,77 Sunset Strip,http://www.imdb.com/title/tt0051247/,"77 Sunset Strip ""FULL CAST AND CREW | TRIVIA | USER REVIEWS | IMDb Pro | MORESHARE7.8/ 10921Rate This77 Sunset Strip1h | Action, Crime, Drama | TV Series (1958–1964)Episode Guide206 episodes Stu Bailey and Jeff Spencer were the wisecracking, womanizing private detective heroes of this Warner Brothers drama. Stu and",0.5781933665275574,2258,How to Become a Private Investigator,http://www.criminaljusticeusa.com/private-investigator/,"How to Become a Private Investigator How to Become a Private Investigator Private investigators are individuals who research into a person or company’s background to get information about personal, financial, and legal matters. They conduct interviews, gather evidence, and write reports on their findings. They occasionally assist lawye",0.6469947695732117,"[2104, 2258]","[0.5781933665275574, 0.6469947695732117]",minishlab/potion-retrieval-32M,1950s wisecracking private detective series,[2104],['http://www.imdb.com/title/tt0051247/'],2
-8555144393769955195,2334,Install java in a linux server without admin rights,https://askubuntu.com/questions/831116/install-java-in-a-linux-server-without-admin-rights,"Install java in a linux server without admin rights ""_Ask Ubuntu is a question and answer site for Ubuntu users and developers. Join them; it only takes a minute: Sign up Here's how it works: Anybody can ask a question Anybody can answer The best answers are voted up and rise to the top Install java in a linux server without admin rightsup vote3down",0.4013747572898865,916,Install Oracle 12C Release 1 (12.1) on Centos Linux 7,http://dbaora.com/install-oracle-12c-release-1-12-1-on-centos-linux-7/,"Install Oracle 12C Release 1 (12.1) on Centos Linux 7 ""Install Oracle 12C Release 1 (12.1) on Centos Linux 7Posted on July 13, 2014This article presents how to install Oracle 12C (12.1.0.1) Release 1 on Centos Linux 7. Read following article how to install Centos Linux 7: Install Centos Linux 7 (for comfort set 2G memory for your virtual machine before",0.47736018896102905,"[2334, 916]","[0.4013747572898865, 0.47736018896102905]",minishlab/potion-retrieval-32M,install Java without root on Linux,[2334],['https://askubuntu.com/questions/831116/install-java-in-a-linux-server-without-admin-rights'],2
407962876864988066,1234,Town Of Malabar - Fire Department - Malabar FL (DBA Fire Department) Federal Vendor,https://govtribe.com/vendor/town-of-malabar-fire-department-malabar-fl-dba-fire-department,"Town Of Malabar - Fire Department - Malabar FL (DBA Fire Department) Federal Vendor Vendors Town Of Malabar - Malabar, FLAdd Alert Town Of Malabar - Fire Department - Malabar FL (DBA Fire Department) Federal Vendor Last active 1 year ago 0 of 5 with 0 ratings A Gov Tribe Overview Want to better understand the Gov Tribe website? Take a look at our video tutorials. Show me!Name Town",0.2491482049226761,1999,Indian Handicrafts and Gifts,http://www.india-exports.com/handicraft.html,"Indian Handicrafts and Gifts ""India is one of the major exporter and supplier of handicrafts and gift products to the world market. The Indian handicrafts industry is highly labor intensive and decentralized, being spread all across the country in rural and urban areas. The sector is considered as the second largest employment-",0.7880808711051941,"[1234, 1999]","[0.2491482049226761, 0.7880808711051941]",minishlab/potion-retrieval-32M,Malabar FL municipal fire vendor profile,[1234],['https://govtribe.com/vendor/town-of-malabar-fire-department-malabar-fl-dba-fire-department'],2
5873263450842548912,2359,Supercuts Prices,https://www.salonpricelady.com/supercuts-prices/,"Supercuts Prices Supercuts Prices Share Tweet Share Share12 comments Haircare is a very tough industry. Not only must a hair salon enterprise be up to date the currents and trends, hair salons must be able to find the talents that will deliver their expertise with that special flavor of charisma that defines custome",0.41121822595596313,598,Sunflower Oil for Hair,http://www.curlynikki.com/2012/05/sunflower-oil-for-hair.html,"Sunflower Oil for Hair ""filter by category May 4, 2012Sunflower Oil for Hair Guest Blogger Hair Tips oils and natural hair Product Reviewsby Shelli of Hairscapades If you remember, as part of the GOC, I indicated that I would start oiling my scalp with sunflower oil. This was because I went to a salon where the stylist re",0.7410308718681335,"[2359, 598]","[0.41121822595596313, 0.7410308718681335]",minishlab/potion-retrieval-32M,average cost for Supercuts haircut,[2359],['https://www.salonpricelady.com/supercuts-prices/'],2
