query_id,query,relevant_doc,relevant_url,retrieved_id,retrieved_title,retrieved_url,retrieved_combined_text,retrieved_combined_distance,rank
-2776246609617438904,dhcp server port 67 in use,2151.0,https://technet.microsoft.com/en-us/library/ee941126(v=ws.10).aspx,2151,DHCP: Port 67 (DHCP server port for IPv4) should not be in use by any other process,https://technet.microsoft.com/en-us/library/ee941126(v=ws.10).aspx,"DHCP: Port 67 (DHCP server port for IPv4) should not be in use by any other process Docs Previous Versions Windows DHCP: Port 67 (DHCP server port for IPv4) should not be in use by any other process September 11, 2012 2 minutes to read In this article Issue Impact Resolution To configure DHCP to use port 67Additional references Applies To: Windows Server 2008 R2, Windows Server 201",0.25771060585975647,1
,,,,1821,Disable port 80,http://www.tomshardware.com/forum/29100-63-disable-port,"Disable port 80 Disable port 80fredeqe Nov 4, 2011, 8:52 AMPlease how do i disable port 80 on Windows 7?5 answers Last reply Nov 4, 2011More about disable portnikorr Nov 4, 2011, 8:56 AMIn the firewall.gamerk316 Nov 4, 2011, 10:58 AMWhy would you want to block HTTP? Theres no reason to... Related Resources Disable",0.7224429249763489,2
-2818865324010170744,how nyc got the big apple nickname,368.0,http://www.history.com/news/ask-history/why-is-new-york-city-nicknamed-the-big-apple,368,Why is New York City nicknamed the âBig Appleâ?,http://www.history.com/news/ask-history/why-is-new-york-city-nicknamed-the-big-apple,"Why is New York City nicknamed the âBig Appleâ? ""History Stories Why is New York City nicknamed the “Big Apple”? History Stories Why is New York City nicknamed the “Big Apple”? By Elizabeth Nix// July 23, 2014New York City It's densely populated and filled with the world's most iconic landmarks. Learn some facts and figures behind """"the city that",0.20095351338386536,1
,,,,553,The Legend of the Apple Logo,https://www.thoughtco.com/the-legend-of-the-apple-logo-3970618,"The Legend of the Apple Logo ""Arts, Music, and Recreation ›Whimsy The Legend of the Apple Logo Inspired by Computer Genius Alan Turing? Share Flipboard Email Print David Paul Morris/Getty Images News/Getty Imagesby David Emery Updated March 15, 2018For years it has been rumored that Apple's iconic logo, a stylized apple missing",0.5507776737213135,2
6102267507023081906,us pharmacist licensing exam,527.0,https://en.wikipedia.org/wiki/NAPLEX,1930,FDA Inspections - What Regulators Expect and How to Prepare,https://www.cfpie.com/ProductDetails.aspx?ProductID=232,FDA Inspections - What Regulators Expect and How to Prepare Industries: Pharma / Biotech Medical Device FDA Inspections - What Regulators Expect and How to Prepare Course Director: Kerry Potter Course Fee: $2150.00 Regular Registration / $1950.00 Early Bird (30 Days in Advance)Accreditation: ***RAPS Approved Course***Pharma Train Recognized Course Course Bro,0.5270435214042664,1
,,,,350,Pharmacokinetics,https://quizlet.com/11466038/pharmacokinetics-flash-cards/,Pharmacokinetics 62 terms Maryjononnemacher Pharmacokinetics NA Pharm I: 1st Test - Pharmacokinetics and Fluid Management Learn Flashcards Write Spell Test Match Gravity Advertisement Upgrade to remove ads Like this study set? Create a free account to save it. Create a free account Maybe later Sort Four principles o,0.5651679635047913,2
3285499941811636551,getting started with apache spark,1047.0,https://www.infoq.com/articles/apache-spark-introduction,1047,Big Data Processing with Apache Spark â Part 1: Introduction,https://www.infoq.com/articles/apache-spark-introduction,"Big Data Processing with Apache Spark â Part 1: Introduction ""Big Data Processing with Apache Spark – Part 1: Introduction| Posted by Srini Penchikala Srini Penchikala Follow 30 Followerson Jan 30, 2015. Estimated reading time: 16 minutes | 6 Discuss Share | Read later Reading List A note to our readers: You asked so we have developed a set of features that a",0.3025592267513275,1
,,,,118,Information About Composting Basics,http://www.gardeningknowhow.com/composting/basics/,"Information About Composting Basics Home › Composting › Archive for Composting Basics Get Started Composting How To: Tips On Starting A Compost Pile At Home By Nikki Tilley, Author of The Bulb-o-licious Garden Are you new to composting? If so, you are probably wondering about how to start compost for gardens. No problem. This article",0.7220407724380493,2
-2575394918286460110,who first discovered blood types,56.0,http://www.dadamo.com/B2blogs/blogs/index.php/2005/02/21/who-discovered-the-blood-groups?blog=27,56,Who Discovered The Blood Groups?,http://www.dadamo.com/B2blogs/blogs/index.php/2005/02/21/who-discovered-the-blood-groups?blog=27,"Who Discovered The Blood Groups? ""« Lectins And Gut Permiability Type O And Eggs »Who Discovered The Blood Groups? QUESTION: I have taken your blood type quiz several times and conclude that there is a """"trick question."""" I think it is about who discovered the ABO blood groups. Was it Landsteiner or Jansky? ANSWER: Jan Jansky, born",0.3376997411251068,1
,,,,1727,blood test,http://www.dictionary.com/browse/blood-test,"blood test blood test Examples Word Originnoun1. a test of a sample of blood to determine blood group, presence of infection or other pathological condition, parentage, etc. Origin of blood test Expand1910-1915First recorded in 1910-15Dictionary.com Unabridged Based on the Random House Dictionary, © Random Hou",0.5287814736366272,2
2915984195126408561,can i safely skip my period,1286.0,http://www.womenshealthmag.com/health/is-it-ok-to-put-off-your-period,1286,Is It OK To Put Off Your Period?,http://www.womenshealthmag.com/health/is-it-ok-to-put-off-your-period,"Is It OK To Put Off Your Period? We get why it’s tempting to skip your flow every once in a while, but is it safe? Absolutely, says Mary Jane Minkin, MD, clinical professor of obstetrics and gynecology at Yale University School of Medicine. “If you are a good candidate to be on birth control in the first place—you’re healthy, you d",0.4256744682788849,1
,,,,1666,Practice Essentials,http://emedicine.medscape.com/article/255540-overview,Practice Essentials Practice Essentials Menorrhagia is defined as menstruation at regular cycle intervals but with excessive flow and duration and is one of the most common gynecologic complaints in contemporary gynecology. See the image below. Acute menorrhagia requires prompt medical intervention. This is bleeding th,0.6253725290298462,2
2506713856357884976,service-learning project design framework,1769.0,http://serc.carleton.edu/NAGTWorkshops/servicelearning/8block.html,1769,The 8 Block Model for Designing & Implementing A Service Learning Project,http://serc.carleton.edu/NAGTWorkshops/servicelearning/8block.html,"The 8 Block Model for Designing & Implementing A Service Learning Project The 8 Block Model for Designing & Implementing A Service Learning Project Information derived from Ed Laine, Bowdoin College. This material is based on information originally written in the Service Learning in the Geosciencesmodule. Additional information about this method was presented at the2010 S",0.31100523471832275,1
,,,,266,Systems Analysis: Definition & Example,https://study.com/academy/lesson/systems-analysis-definition-example.html,Systems Analysis: Definition & Example Your next lesson will play in 10 seconds Add to Timeline Autoplay 31K views Create an account to start this course today Try it free for 5 days!Create An Account Recommended Lessons and Courses for You Related Lessons Related Courses Implementation & Coding Phase in SDLC What is a Software Developme,0.5960402488708496,2
561466849039927907,how the idea of atoms developed,1090.0,http://science.howstuffworks.com/atom1.htm,1090,How Atoms Work,http://science.howstuffworks.com/atom1.htm,"How Atoms Work ""What is an Atom? The Legacy of Ancient Times Through the 19th Century Prev NEXTThe modern view of an atom has come from many fields of chemistry and physics. The idea of an atom came from ancient Greek science/philosophy and from the results of 18th and 19th century chemistry:concept of the atommea",0.3247934877872467,1
,,,,285,Atomic Theory,http://chemistry.tutorcircle.com/inorganic-chemistry/atomic-theory.html,"Atomic Theory ""Get a Tutor Sub Topics Atomic Theory Definition Democritus Atomic Theory Atomic Theory Timeline JJ Thomson Atomic Theory Ernest Rutherford Atomic Theory Erwin Schrodinger Atomic Theory Aristotle Atomic Theory Modern Atomic Theory James Chadwick Atomic Theory Robert Millikan Atomic Theory Louis de B",0.5705257654190063,2
-3929554502432659399,how to capture photos with google glass,111.0,https://www.google.com/glass/help/,111,Take Pictures and Video,https://www.google.com/glass/help/,Take Pictures and Video Take Pictures and Video Your browser does not currently recognize any of the video formats available. Click here to visit our frequently asked questions about HTML5 video.0:00 / 0:36Capture a moment with high-resolution picture and video. Then make a vignette or share the moment with friends on soci,0.629479706287384,1
,,,,1037,Slides from Digital Images,http://www.colorslide.com/,"Slides from Digital Images We produce brilliant 35mm color slides from your Digital Camera Images , Adobe Photoshop files, Artwork photos, gobo light templates, scanned images and Microsoft Power Point. Preserve your best digital camera images forever by having them made into easy to store 35mm color slides!Our clients includ",0.6372050642967224,2
-2897018918777529299,what causes hair to turn gray,402.0,http://mentalfloss.com/article/61452/10-head-scratching-facts-about-gray-hair,369,Drugs That Cause Yellowing of Gray Hair,https://www.leaf.tv/articles/drugs-that-cause-yellowing-of-gray-hair/,"Drugs That Cause Yellowing of Gray Hair Research on hair discoloration, conducted since the 1970's, has revealed that hair of various colors can change tone due to disease, chemicals and medications. Studies pinpointed copper trace elements, which are commonly found in pool water or piping, as the culprits that turned light and dark-color",0.32030075788497925,1
,,,,402,10 Head-Scratching Facts About Gray Hair,http://mentalfloss.com/article/61452/10-head-scratching-facts-about-gray-hair,"10 Head-Scratching Facts About Gray Hair arrowscience10 Head-Scratching Facts About Gray Hair BY Joy Lanzendorfer October 15, 2015istock Whether it’s no big deal or a perplexing affront to your vanity, gray hair is a fact of life—and still a bit of a mystery.1. How Hair Turns Gray Hair grows in a follicle, a bulb-like tube on your scalp. T",0.34374329447746277,2
-9179771545668842287,venus williams biography and photos,679.0,http://www.imdb.com/name/nm1102988/,679,Venus Williams (I),http://www.imdb.com/name/nm1102988/,"Venus Williams (I) ""SEE RANKVenus Williams (I)Venus Williams was born on June 17, 1980 in Lynwood, California, USA as Venus Ebony Starr Williams. See full bio »Born: June 17, 1980 in Lynwood, California, USAMore at IMDb Pro »Contact Info: View publicist and legal58 photos | 5 videos »Quick Links Biography Awards Photo",0.4138341546058655,1
,,,,1103,Lacu (musician),https://en.wikipedia.org/wiki/Lacu_(musician),"Lacu (musician) ""Lacu (musician)From Wikipedia, the free encyclopedianavigation search This biography of a living person needs additional citations for verification. Please help by adding reliable sources. Contentious material about living persons that is unsourced or poorly sourced must be removed immediately, esp",0.6560747623443604,2
-8454577612251111053,method to extract piperine from pepper,1456.0,https://www.erowid.org/archive/rhodium/chemistry/3base/piperonal.pepper/piperine.pepper/index.html,1456,piperine from pepper,https://www.erowid.org/archive/rhodium/chemistry/3base/piperonal.pepper/piperine.pepper/index.html,"piperine from pepper "" [hive] http://www.the-hive.ws/ [pubmed] http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=Pub Med [01] journal of chemical education 1993 70 (7): 598-599 """"isolation of piperine from black pepper"""" william w epstein, david f netz, jimy l seidel [02] patent CN1294127, 2001-05-09 (chinese) """"process",0.4035784900188446,1
,,,,1585,Tag Archives: Diarrhea,http://www.herbslist.net/tag/diarrhea/,"Tag Archives: Diarrhea Tag Archives: Diarrhea5 Endangered North American Plants With Significant Medicinal Benefits By Herbs List | Published: 12/17/2012Plants have been used medicinally for thousands of years in practically all human cultures, from the traditional medicine of ancient China to Ayurvedic remedies in India",0.6958891749382019,2
-1300651294347926967,women suing cosby win court ruling,196.0,http://www.nbcnews.com/storyline/bill-cosby-scandal/women-suing-bill-cosby-defamation-win-key-ruling-n543046,196,Women Suing Bill Cosby for Defamation Win Key Ruling,http://www.nbcnews.com/storyline/bill-cosby-scandal/women-suing-bill-cosby-defamation-win-key-ruling-n543046,"Women Suing Bill Cosby for Defamation Win Key Ruling ""News Mar 21 2016, 11:16 pm ETWomen Suing Bill Cosby for Defamation Win Key Rulingby Tim Stelloh and Tom Winter Share Tamara Green and several other women who have sued Bill Cosby for defamation won a key ruling in federal court Monday that will allow them to view files related to the only case in w",0.2229306399822235,1
,,,,288,The result of the Plessy v. Fergusson Supreme Court decision was that segregation laws were A. now banned in the South.,https://studysoup.com/questions/history/49405/the-result-of-the-plessy-v-fergusson-supreme-court-decision-was-that-segregation-laws-were-a-now-banned-in-the-south,"The result of the Plessy v. Fergusson Supreme Court decision was that segregation laws were A. now banned in the South. ""The result of the Plessy v. Fergusson Supreme Court decision was that segregation laws were A. now banned in the South. B. considered unconstitutional. C. considered constitutional. D. ... Q&A > History > The result of the Plessy v. Fergusson Supreme Court decis... Colleen R. History Solutions Expe",0.6131154894828796,2
-667702876694287786,bottlenose dolphin status and threats,1689.0,http://www.nmfs.noaa.gov/pr/species/mammals/dolphins/bottlenose-dolphin.html,1689,Bottlenose Dolphin  (Tursiops truncatus),http://www.nmfs.noaa.gov/pr/species/mammals/dolphins/bottlenose-dolphin.html,"Bottlenose Dolphin  (Tursiops truncatus) ""Bottlenose Dolphin (Tursiops truncatus)Status | Species Description | Habitat | Distribution | Population Trends | Threats | Conservation Efforts | Regulatory Overview | Taxonomy | Key Documents | More Info Bottlenose Dolphins (Tursiops truncatus) Photo: NOAA Southwest Fisheries Science Center Bott",0.3790545165538788,1
,,,,292,Dolphin,http://www.floridasportsman.com/sportfish/dolphin/,"Dolphin Dolphin Share Tweet Email How-To Articles & Videos • Where’s The Bite • Regulations • Recipes • Conservation The Dolphin, Coryphaena Hippurus A blaze of blue and yellow or deep green and yellow when in the water, and sometimes shows dark vertical stripes as well when excited. Small dark spots on sid",0.46826767921447754,2
8135869467197803511,how to make pici pasta,1944.0,http://www.turismo.intoscana.it/allthingstuscany/tuscanycious/top-pici-pasta-recipes/,2036,Sicilian Pizza,http://www.myrecipes.com/recipe/sicilian-pizza,"Sicilian Pizza Recipes Sicilian Pizza0 Reviews ADD YOUR REVIEWPrep Time30 Mins Cook Time35 Mins Rise Time1 Hour 45 Mins Yield1 (12-inch) round pizza June 2001RECIPE BY Southern Living Ingredients4 cups all-purpose flour, divided1 (1/4-ounce) envelope active dry yeast2 1/2 teaspoons salt, divided1 1/2 cups warm wat",0.6148595213890076,1
,,,,1340,The Great Flaw of Shooting âIcon Modesâ on Your Camera,https://improvephotography.com/photography-basics/shooting-modes/,"The Great Flaw of Shooting âIcon Modesâ on Your Camera In part 2 of this photography basics series, we learned about aperture, ISO, and shutter speed. Now, you need to learn how to apply these settings on your camera to take advantage of your new-found nuggets of knowledge. I'll try to struggle through writing this, but my wife has me on a vegetarian di",0.6822014451026917,2
-8583343885289507367,politician's son presumed dead returns tv mystery,1677.0,http://www.imdb.com/title/tt4428038/,1677,The Family,http://www.imdb.com/title/tt4428038/,"The Family ""FULL CAST AND CREW | TRIVIA | USER REVIEWS | IMDb Pro | MORESHARE7.5/ 104,216Rate This The Family TV-PG | 1h | Drama, Mystery | TV Series (2016)Episode Guide12 episodes4:06 | Trailer1 VIDEO| 31 IMAGESWatch Nowon Prime Video A community is rattled when a politician's son, who was presumed murdered y",0.4393214285373688,1
,,,,2231,Community mourns family members killed in boating accident,http://www.standard.net/News/2015/06/02/Community-mourns-loss-of-family-to-boating-accident,"Community mourns family members killed in boating accident PLEASANT VIEW -- A community awoke to devastating news Tuesday morning after hearing that a well-liked doctor, his two daughters and their friend died tragically in a boating accident.“They were a model family, perfect in every way,” neighbor Lori Tennant told the Standard-Examiner. “Our little gran",0.6460571885108948,2
1794753153451461209,NH3 gas properties and uses,1838.0,https://www.thefreedictionary.com/ammonia,1838,ammonia,https://www.thefreedictionary.com/ammonia,"ammonia ammonia Also found in: Thesaurus, Medical, Acronyms, Encyclopedia, Wikipedia .am·mo·nia (ə-mōn′yə)n.1. A colorless, pungent gas, NH 3, extensively used to manufacture fertilizers and a widevariety of nitrogen-containing organic and inorganic chemicals.2. See ammonium hydroxide. [New Latin, from Lati",0.35832151770591736,1
,,,,1852,carbon dioxide,http://kids.britannica.com/comptons/article-9273513/carbon-dioxide,"carbon dioxide Britannica Kids Students Logincarbon dioxide View article for: Kids Students Scholars Article Images & Videos Related Related resources for this article Articles Primary Sources & E-Books Websites View search results for: Encyclopædia Britannica, Inc. A colorless gas, carbon dioxide has a faint, sha",0.6635082960128784,2
6075474084597300173,word meaning artificial or forced,651.0,http://www.learnersdictionary.com/definition/contrived,1186,unenforceable,http://legal-dictionary.thefreedictionary.com/unenforceable,"unenforceable ""unenforceable Also found in: Dictionary, Thesaurus, Wikipedia . See: invalid, void Burton's Legal Thesaurus, 4E. Copyright © 2007 by William C. Burton. Used with permission of The Mc Graw-Hill Companies, Inc.unenforceable (of a contract) unable to be enforced by either party or unenforceable by one",0.5861243009567261,1
,,,,227,INDUCEMENT,http://www.audioenglish.org/dictionary/inducement.htm,"INDUCEMENT ""Audio English.org » Dictionary » I » Indocile ... Industrial Process INDUCEMENTPronunciation (US): Dictionary entry overview: What does inducement mean?• INDUCEMENT (noun) The noun INDUCEMENT has 2 senses:1. a positive motivational influence 2. act of bringing about a desired result Familiarity inf",0.6074124574661255,2
