query_id,query,relevant_doc,relevant_url,retrieved_id,retrieved_title,retrieved_url,retrieved_combined_text,retrieved_combined_distance,rank
-964738908305289284,dhcp server port 67 in use,2151.0,https://technet.microsoft.com/en-us/library/ee941126(v=ws.10).aspx,2151,DHCP: Port 67 (DHCP server port for IPv4) should not be in use by any other process,https://technet.microsoft.com/en-us/library/ee941126(v=ws.10).aspx,"DHCP: Port 67 (DHCP server port for IPv4) should not be in use by any other process Docs Previous Versions Windows DHCP: Port 67 (DHCP server port for IPv4) should not be in use by any other process September 11, 2012 2 minutes to read In this article Issue Impact Resolution To configure DHCP to use port 67Additional references Applies To: Windows Server 2008 R2, Windows Server 201",0.09858932346105576,1
,,,,541,"Cisco Nexus 1000V for VMware vSphere Port Profile Configuration Guide, Release 5.x",http://www.cisco.com/c/en/us/td/docs/switches/datacenter/nexus1000/sw/5_x/port_profile_config/b_Cisco_N1KV_VMware_Port_Profile_Config_5x/creating_port_profiles.html,"Cisco Nexus 1000V for VMware vSphere Port Profile Configuration Guide, Release 5.x Chapter Contents This chapter contains the following sections: Information About Port Profiles Guidelines and Limitations for Creating Port Profiles Port Profile Configuration Limits Default Settings Configuring Port Profiles Port Mode Configuration Port Binding for v Ethernet Port Profiles Configur",0.4211198389530182,2
-8664899712679118705,how nyc got the big apple nickname,368.0,http://www.history.com/news/ask-history/why-is-new-york-city-nicknamed-the-big-apple,368,Why is New York City nicknamed the âBig Appleâ?,http://www.history.com/news/ask-history/why-is-new-york-city-nicknamed-the-big-apple,"Why is New York City nicknamed the âBig Appleâ? ""History Stories Why is New York City nicknamed the “Big Apple”? History Stories Why is New York City nicknamed the “Big Apple”? By Elizabeth Nix// July 23, 2014New York City It's densely populated and filled with the world's most iconic landmarks. Learn some facts and figures behind """"the city that",0.3355778157711029,1
,,,,1404,"Taxpayers will fund Yankees' VIP parking, NYC gets less money",http://www.nydailynews.com/sports/baseball/yankees/taxpayers-fund-yankees-vip-parking-nyc-money-article-1.341007,"Taxpayers will fund Yankees' VIP parking, NYC gets less money ""Taxpayers will fund Yankees' VIP parking, NYC gets less money Juan Gonzalez NEW YORK DAILY NEWS Tuesday, January 1, 2008, 10:25 PMfacebook Tweet email The Yankees and hundreds of their VIPs will get free valet parking for the next 40 years, courtesy of New York taxpayers. The startling revelation o",0.6728158593177795,2
-3992859392209337611,us pharmacist licensing exam,527.0,https://en.wikipedia.org/wiki/NAPLEX,2233,Pharmacist Salary in Indiana,https://www.sokanu.com/careers/pharmacist/salary/Indiana/,"Pharmacist Salary in Indiana ""How much does a Pharmacist make in Indiana? Table of Contents How much do Pharmacists make in Indiana? Pharmacist earnings by seniority Pharmacist Salary Pharmacist salary comparison Historical salary for Pharmacists in Indiana Average Pharmacist Hourly Wage in Indiana Pharmacists earn a median hou",0.4751918315887451,1
,,,,848,Take the Exam,http://www.sos.ca.gov/notary/checklist/take-exam/,"Take the Exam ""Take the Exam Prior to taking the exam, it is recommended that the applicant review the Notary Public Handbook. Allow plenty of travel time and bring the following items to the exam: A current photo identification (e.g. California Driver's License or Identification Card issued by the Department of",0.5507517457008362,2
-8228907339790384722,getting started with apache spark,1047.0,https://www.infoq.com/articles/apache-spark-introduction,1047,Big Data Processing with Apache Spark â Part 1: Introduction,https://www.infoq.com/articles/apache-spark-introduction,"Big Data Processing with Apache Spark â Part 1: Introduction ""Big Data Processing with Apache Spark – Part 1: Introduction| Posted by Srini Penchikala Srini Penchikala Follow 30 Followerson Jan 30, 2015. Estimated reading time: 16 minutes | 6 Discuss Share | Read later Reading List A note to our readers: You asked so we have developed a set of features that a",0.5373337864875793,1
,,,,673,Marijuana Dabs: A Beginnerâs Guide,http://www.truthonpot.com/2014/07/02/what-is-dabbing/,"Marijuana Dabs: A Beginnerâs Guide Marijuana Dabs: A Beginner’s Guide Extracts — Nov 20, 2017Tweet (Photo: Shutterstock)Dabs are a popular way of consuming marijuana concentrates. There are many different ways to consume cannabis, but there’s a new trend that’s starting to take over. It’s called dabbing, and in some places it’s now e",0.8054342269897461,2
6986495237173080673,who first discovered blood types,56.0,http://www.dadamo.com/B2blogs/blogs/index.php/2005/02/21/who-discovered-the-blood-groups?blog=27,56,Who Discovered The Blood Groups?,http://www.dadamo.com/B2blogs/blogs/index.php/2005/02/21/who-discovered-the-blood-groups?blog=27,"Who Discovered The Blood Groups? ""« Lectins And Gut Permiability Type O And Eggs »Who Discovered The Blood Groups? QUESTION: I have taken your blood type quiz several times and conclude that there is a """"trick question."""" I think it is about who discovered the ABO blood groups. Was it Landsteiner or Jansky? ANSWER: Jan Jansky, born",0.4761631190776825,1
,,,,1727,blood test,http://www.dictionary.com/browse/blood-test,"blood test blood test Examples Word Originnoun1. a test of a sample of blood to determine blood group, presence of infection or other pathological condition, parentage, etc. Origin of blood test Expand1910-1915First recorded in 1910-15Dictionary.com Unabridged Based on the Random House Dictionary, © Random Hou",0.550991415977478,2
-3133624720266363973,can i safely skip my period,1286.0,http://www.womenshealthmag.com/health/is-it-ok-to-put-off-your-period,1286,Is It OK To Put Off Your Period?,http://www.womenshealthmag.com/health/is-it-ok-to-put-off-your-period,"Is It OK To Put Off Your Period? We get why it’s tempting to skip your flow every once in a while, but is it safe? Absolutely, says Mary Jane Minkin, MD, clinical professor of obstetrics and gynecology at Yale University School of Medicine. “If you are a good candidate to be on birth control in the first place—you’re healthy, you d",0.6028344035148621,1
,,,,2022,Skip Caray Dead at 68,http://www.outsidethebeltway.com/skip_caray_dead_at_68/,"Skip Caray Dead at 68 Skip Caray Dead at 68James Joyner · Monday, August 4, 2008 · 5 comments Longtime Atlanta Braves announcer Skip Caray died in his sleep Sunday. He had been suffering from myriad health problems the last couple of years. Tim Tucker eulogizes him for the AJC: Skip Caray made the call when the Atlanta B",0.6507459282875061,2
-6091941876507134043,service-learning project design framework,1769.0,http://serc.carleton.edu/NAGTWorkshops/servicelearning/8block.html,1769,The 8 Block Model for Designing & Implementing A Service Learning Project,http://serc.carleton.edu/NAGTWorkshops/servicelearning/8block.html,"The 8 Block Model for Designing & Implementing A Service Learning Project The 8 Block Model for Designing & Implementing A Service Learning Project Information derived from Ed Laine, Bowdoin College. This material is based on information originally written in the Service Learning in the Geosciencesmodule. Additional information about this method was presented at the2010 S",0.40946632623672485,1
,,,,1718,professional advisor,http://www.dictionaryofconstruction.com/definition/professional-advisor.html,professional advisor professional advisor Definition A design professional employed by the owner to conduct a design competition for the selection of project designer. Was this helpful? YES NOTools Print | Cite This Source | Link to This Page,0.5857189893722534,2
-1625518354650657082,how the idea of atoms developed,1090.0,http://science.howstuffworks.com/atom1.htm,1090,How Atoms Work,http://science.howstuffworks.com/atom1.htm,"How Atoms Work ""What is an Atom? The Legacy of Ancient Times Through the 19th Century Prev NEXTThe modern view of an atom has come from many fields of chemistry and physics. The idea of an atom came from ancient Greek science/philosophy and from the results of 18th and 19th century chemistry:concept of the atommea",0.46650785207748413,1
