query_id,query,relevant_doc,relevant_url,retrieved_id,retrieved_title,retrieved_url,retrieved_combined_text,retrieved_combined_distance,rank
1367083256528069608,reliable portable USB drive for photos,2442.0,https://www.sandisk.com/home/usb-flash/cruzer-glide,1659,Life Expectancy of a USB Flash Drive,http://www.flashbay.com/blog/usb-life-expectancy,"Life Expectancy of a USB Flash Drive Life Expectancy of a USB Flash Drive USB flash drives are great to use for storing digital files and are replacing CDs & DVDs as the preferred storage media of choice. The advantages of flash drives is that they are portable, durable, and have incredible storage capacity (ranges from 64MB to 256GB a",0.3820541501045227,1
,,,,2442,Cruzer Glide USB Flash Drive,https://www.sandisk.com/home/usb-flash/cruzer-glide,"Cruzer Glide USB Flash Drive Cruzer Glide USB Flash Drive Reliable and secure portable storage for photos, videos, music and more Shop Now Overview Specifications Warranty Where To Buy Back Up, Transfer, and Secure Data The Cruzer Glide USB Flash Drive offers an easy and secure way to share, move, and back up your most importan",0.45693111419677734,2
1124088730304781380,Lawrence Welk greatest hits CD,2318.0,https://www.amazon.com/Best-Lawrence-Welk-Collectors/dp/B000S1KRLS,2318,The Best of Lawrence Welk,https://www.amazon.com/Best-Lawrence-Welk-Collectors/dp/B000S1KRLS,"The Best of Lawrence Welk ""CDs & Vinyl › World Music › Europe › Eastern Europe › Polka Share9 used & new from $26.81See All Buying Options Have one to sell? Sell on Amazon The Best of Lawrence Welk Collector's Edition Lawrence Welk Format: Audio CD4.0 out of 5 stars 11 customer reviews See all 3 formats and editions Audio CD",0.3290639817714691,1
,,,,332,Big ideas: How does the St. Lawrence River affect ways of life in the Great Lakes-St. Lawrence Lowlands? and Why are First Nations and Francophones so important to the identity of this regions?,http://mpattongr5.weebly.com/chapter-3-great-lakes-st-lawerence-lowlands.html,"Big ideas: How does the St. Lawrence River affect ways of life in the Great Lakes-St. Lawrence Lowlands? and Why are First Nations and Francophones so important to the identity of this regions? ""Chapter 3: Great Lakes-St. Lawrence Lowlands Big ideas: How does the St. Lawrence River affect ways of life in the Great Lakes-St. Lawrence Lowlands? and Why are First Nations and Francophones so important to the identity of this regions? St. Lawrence Lowlands - The Great Lakes Southern Quebec and",0.6145327687263489,2
-8211531802151220717,when to use 5/8 inch drywall,351.0,http://diy.stackexchange.com/questions/16543/under-what-circumstances-is-5-8-drywall-required,351,"""Under what circumstances is 5/8"""" drywall required?""",http://diy.stackexchange.com/questions/16543/under-what-circumstances-is-5-8-drywall-required,"""Under what circumstances is 5/8"""" drywall required?"" ""_Home Improvement Stack Exchange is a question and answer site for contractors and serious DIYers. Join them; it only takes a minute: Sign up Here's how it works: Anybody can ask a question Anybody can answer The best answers are voted up and rise to the top Under what circumstances is 5/8"""" drywal",0.6087092161178589,1
,,,,2293,How to Mount a Flat Screen TV on Drywall,http://www.wikihow.com/Mount-a-Flat-Screen-TV-on-Drywall,"How to Mount a Flat Screen TV on Drywall Edit Article How to Mount a Flat Screen TV on Drywall Three Parts: Preliminary steps Mounting with studs Mounting without studs Community Q&AIf you have recently purchased a flat screen TV, you are probably ready to sit down with your family and watch a ball game or the latest romantic comedy. Altho",0.6510686874389648,2
2075536560359755089,fast day carrot cumin soup,2288.0,http://www.london-unattached.com/2013/02/5-2-diet-carrot-cumin-soup/,2288,5-2 Diet Carrot and Cumin Soup,http://www.london-unattached.com/2013/02/5-2-diet-carrot-cumin-soup/,"5-2 Diet Carrot and Cumin Soup 5-2 Diet Carrot and Cumin Soup February 13, 2013 by Fiona Maclean 5 Comments Carrot and Cumin Soup – Frugal 5-2 Diet Fast Day Recipe: At this time of year when the weather is cold and winter seems to have gone on for ever, warming soups are a real mainstay for me, especially when I am on a 5-2 diet",0.19541864097118378,1
,,,,1013,Cabbage Soup Diet,http://www.diet.com/g/cabbage-soup-diet,Cabbage Soup Diet Share Tweet Cabbage Soup Diet Table of Contents Definition Origins Description Function Benefits Precautions Risks Research and general acceptance Resources Definition The cabbage soup diet is a quick weight loss program intended to be followed for seven days. The centerpiece of the diet is a recipe,0.5906296968460083,2
-8525086074404223805,relatable mom memes for tired parents,2044.0,http://redtri.com/mom-memes-that-will-crack-you-up/,2044,40 Hilarious Memes That Moms Will Love,http://redtri.com/mom-memes-that-will-crack-you-up/,"40 Hilarious Memes That Moms Will Love ""Mom memes are the antidote for a tough day of parenting (or even an average one), and we’re betting there’s a few out there you can really relate to. From “Yes! This happened to me five minutes ago!” to out-and-out guffaws because it happens every night, lock yourself in the bathroom and scroll thr",0.48929011821746826,1
,,,,2596,Mom these Black Eyed Peas are for you!,http://www.sbcanning.com/2011/04/mom-these-black-eyed-peas-are-for-you.html,Mom these Black Eyed Peas are for you! Mom these Black Eyed Peas are for you!11:09:00 PM Canning Homemade6G rowing up my mom was always cooking things that she grew up with which was a melting pot of the south with some incredible gourmet recipes she found along the way. I always knew that there were foods that I was eating that many of,0.6597505807876587,2
