query_id,retrieval_1_id,retrieval_1_title,retrieval_1_url,retrieval_1_combined_text,retrieval_1_distance,retrieval_2_id,retrieval_2_title,retrieval_2_url,retrieval_2_combined_text,retrieval_2_distance,retrieved_ids,retrieved_distances,model_name,query,relevant_docs,relevant_urls,k
7035783119780090317,0,Ringing in ears,http://symptomchecker.webmd.com/single-symptom?symptom=ringing-in-ears&symid=193,Ringing in ears,0.22564034163951874,1,Ringing in ears,http://www.rightdiagnosis.com/sym/ringing_in_ears.htm,Ringing in ears,0.22564034163951874,"[0, 1]","[0.22564034163951874, 0.22564034163951874]",Xenova/all-MiniLM-L6-v2,alternative medicine to manage ringing in my ear,"[0, 1]","['http://symptomchecker.webmd.com/single-symptom?symptom=ringing-in-ears&symid=193', 'http://www.rightdiagnosis.com/sym/ringing_in_ears.htm']",2
588620123715165536,3,Types of Loud Neighbors,http://www.noisehelp.com/loud-neighbors.html,Types of Loud Neighbors,0.3386545479297638,2,noisy,http://www.thefreedictionary.com/noisy,noisy,0.42427292466163635,"[3, 2]","[0.3386545479297638, 0.42427292466163635]",Xenova/all-MiniLM-L6-v2,solutions for noisy neighbors,"[2, 3]","['http://www.thefreedictionary.com/noisy', 'http://www.noisehelp.com/loud-neighbors.html']",2
9027792195364201804,5,How to Potty Train a Cat,http://www.ehow.com/how-does_4794981_potty-training-kittens.html,How to Potty Train a Cat,0.24358168244361877,4,Cat's First Litter of Kittens,http://www.askthecatdoctor.com/cats-first-litter-of-kittens.html,Cat's First Litter of Kittens,0.45296671986579895,"[5, 4]","[0.24358168244361877, 0.45296671986579895]",Xenova/all-MiniLM-L6-v2,how to train a cat to use the litter box,"[4, 5]","['http://www.askthecatdoctor.com/cats-first-litter-of-kittens.html', 'http://www.ehow.com/how-does_4794981_potty-training-kittens.html']",2
6295440355234915371,6,Weight Loss,http://www.overcomestress.com/weight-loss.php,Weight Loss,0.4391244351863861,7,Weight loss,http://www.mayoclinic.org/healthy-lifestyle/weight-loss/expert-answers/coconut-oil-and-weight-loss/faq-20058081,Weight loss,0.4391244351863861,"[6, 7]","[0.4391244351863861, 0.4391244351863861]",Xenova/all-MiniLM-L6-v2,how to make your dog loss weight,"[6, 7]","['http://www.overcomestress.com/weight-loss.php', 'http://www.mayoclinic.org/healthy-lifestyle/weight-loss/expert-answers/coconut-oil-and-weight-loss/faq-20058081']",2
-317882767739923616,24,Dog Food,https://www.k9cuisine.com/dog-products/dog-food,Dog Food,0.2583598494529724,25,Dog food,https://en.wikipedia.org/wiki/Dog_food,Dog food,0.2583598494529724,"[24, 25]","[0.2583598494529724, 0.2583598494529724]",Xenova/all-MiniLM-L6-v2,what are the best foods for dogs,"[8, 9]","['http://www.answers.com/Q/What_do_dogs_eat', 'https://nwseed.com/content/dogs/Cordoba_Fighting_Dog.html']",2
8283700317755981124,11,Tips for staying safe online,https://kb.iu.edu/d/akln,Tips for staying safe online,0.2763538360595703,4722,Child's personal information,http://www.cic.gc.ca/english/passport/help/child.asp,Child's personal information,0.5219790935516357,"[11, 4722]","[0.2763538360595703, 0.5219790935516357]",Xenova/all-MiniLM-L6-v2,how to keep your kids safe online,"[10, 11]","['http://www.stopbullying.gov/kids/what-you-can-do/index.html', 'https://kb.iu.edu/d/akln']",2
1850917676586669332,13,Vegan Cooking Substitutions.,http://www.veganwolf.com/vegan_cooking_substitutions.htm,Vegan Cooking Substitutions.,0.41975730657577515,4137,Kids' Recipe: Cheese Tortilla,http://fit.webmd.com/jr/food/article/cheese-tortilla-recipe,Kids' Recipe: Cheese Tortilla,0.4761981964111328,"[13, 4137]","[0.41975730657577515, 0.4761981964111328]",Xenova/all-MiniLM-L6-v2,some recommendations for vegan recipes for kids,"[12, 13]","['https://www.merriam-webster.com/dictionary/vegan', 'http://www.veganwolf.com/vegan_cooking_substitutions.htm']",2
526961815102514812,14,Places to Visit,http://www.sitka.org/,Places to Visit,0.502163827419281,15,Places to Visit,http://northeastmd.org/government/places-to-visit/,Places to Visit,0.502163827419281,"[14, 15]","[0.502163827419281, 0.502163827419281]",Xenova/all-MiniLM-L6-v2,best places to visit in new york in summer,"[14, 15]","['http://www.sitka.org/', 'http://northeastmd.org/government/places-to-visit/']",2
-3425361074757979558,16,Niagara Falls,http://www.history.com/topics/niagara-falls,Niagara Falls,0.34281784296035767,17,Niagara Falls,http://www.thefreedictionary.com/Niagara+Falls,Niagara Falls,0.34281784296035767,"[16, 17]","[0.34281784296035767, 0.34281784296035767]",Xenova/all-MiniLM-L6-v2,how much does it cost to go to niagara falls,"[16, 17]","['http://www.history.com/topics/niagara-falls', 'http://www.thefreedictionary.com/Niagara+Falls']",2
490362808349877524,18,How To Take A Screenshot,http://geekitdown.com/how-to-take-a-screenshot/,How To Take A Screenshot,0.14043433964252472,19,Screenshots,https://www.microsoft.com/en-us/store/p/star-trek-online/c3lf9pcrp9rp,Screenshots,0.41699469089508057,"[18, 19]","[0.14043433964252472, 0.41699469089508057]",Xenova/all-MiniLM-L6-v2,how to take screenshot on windows 11,"[18, 19]","['http://geekitdown.com/how-to-take-a-screenshot/', 'https://www.microsoft.com/en-us/store/p/star-trek-online/c3lf9pcrp9rp']",2
