query_id,query,relevant_doc,relevant_url,retrieved_id,retrieved_title,retrieved_url,retrieved_combined_text,retrieved_combined_distance,rank
7035783119780090317,alternative medicine to manage ringing in my ear,0,http://symptomchecker.webmd.com/single-symptom?symptom=ringing-in-ears&symid=193,0,Ringing in ears,http://symptomchecker.webmd.com/single-symptom?symptom=ringing-in-ears&symid=193,Ringing in ears,0.22564034163951874,1
,,1,http://www.rightdiagnosis.com/sym/ringing_in_ears.htm,1,Ringing in ears,http://www.rightdiagnosis.com/sym/ringing_in_ears.htm,Ringing in ears,0.22564034163951874,2
588620123715165536,solutions for noisy neighbors,2,http://www.thefreedictionary.com/noisy,3,Types of Loud Neighbors,http://www.noisehelp.com/loud-neighbors.html,Types of Loud Neighbors,0.3386545479297638,1
,,3,http://www.noisehelp.com/loud-neighbors.html,2,noisy,http://www.thefreedictionary.com/noisy,noisy,0.42427292466163635,2
9027792195364201804,how to train a cat to use the litter box,4,http://www.askthecatdoctor.com/cats-first-litter-of-kittens.html,5,How to Potty Train a Cat,http://www.ehow.com/how-does_4794981_potty-training-kittens.html,How to Potty Train a Cat,0.24358168244361877,1
,,5,http://www.ehow.com/how-does_4794981_potty-training-kittens.html,4,Cat's First Litter of Kittens,http://www.askthecatdoctor.com/cats-first-litter-of-kittens.html,Cat's First Litter of Kittens,0.45296671986579895,2
6295440355234915371,how to make your dog loss weight,6,http://www.overcomestress.com/weight-loss.php,6,Weight Loss,http://www.overcomestress.com/weight-loss.php,Weight Loss,0.4391244351863861,1
,,7,http://www.mayoclinic.org/healthy-lifestyle/weight-loss/expert-answers/coconut-oil-and-weight-loss/faq-20058081,7,Weight loss,http://www.mayoclinic.org/healthy-lifestyle/weight-loss/expert-answers/coconut-oil-and-weight-loss/faq-20058081,Weight loss,0.4391244351863861,2
-317882767739923616,what are the best foods for dogs,8,http://www.answers.com/Q/What_do_dogs_eat,24,Dog Food,https://www.k9cuisine.com/dog-products/dog-food,Dog Food,0.2583598494529724,1
,,9,https://nwseed.com/content/dogs/Cordoba_Fighting_Dog.html,25,Dog food,https://en.wikipedia.org/wiki/Dog_food,Dog food,0.2583598494529724,2
8283700317755981124,how to keep your kids safe online,10,http://www.stopbullying.gov/kids/what-you-can-do/index.html,11,Tips for staying safe online,https://kb.iu.edu/d/akln,Tips for staying safe online,0.2763538360595703,1
,,11,https://kb.iu.edu/d/akln,4722,Child's personal information,http://www.cic.gc.ca/english/passport/help/child.asp,Child's personal information,0.5219790935516357,2
1850917676586669332,some recommendations for vegan recipes for kids,12,https://www.merriam-webster.com/dictionary/vegan,13,Vegan Cooking Substitutions.,http://www.veganwolf.com/vegan_cooking_substitutions.htm,Vegan Cooking Substitutions.,0.41975730657577515,1
,,13,http://www.veganwolf.com/vegan_cooking_substitutions.htm,4137,Kids' Recipe: Cheese Tortilla,http://fit.webmd.com/jr/food/article/cheese-tortilla-recipe,Kids' Recipe: Cheese Tortilla,0.4761981964111328,2
526961815102514812,best places to visit in new york in summer,14,http://www.sitka.org/,14,Places to Visit,http://www.sitka.org/,Places to Visit,0.502163827419281,1
,,15,http://northeastmd.org/government/places-to-visit/,15,Places to Visit,http://northeastmd.org/government/places-to-visit/,Places to Visit,0.502163827419281,2
-3425361074757979558,how much does it cost to go to niagara falls,16,http://www.history.com/topics/niagara-falls,16,Niagara Falls,http://www.history.com/topics/niagara-falls,Niagara Falls,0.34281784296035767,1
