url,title,description,frecency,url_hash,last_visit_date
https://webhome.weizmann.ac.il/home/comartin/doi.html,Digital Object Identifiers (DOIs),"""10.1002 Wiley and related publishing houses (e.g. VCH). Wiley has its own DOI format, so does VCH. For papers from the last few years, the online abstract page of the paper generally has the DOI; if not, browse one level up to the table of contents of the journal issue. Example for a Wiley journal ",4997,34034568334213,1758203933191524
http://www.aidyourhamstring.com/?REF=MSH_HISy,Advanced Hamstring Treatments,"""Advanced Hamstring Treatments Years of Hard Work Building on Fundamental Treatment Concepts Have Resulted in Improved Treatment Options for Hamstring Strains and other Soft Tissue Injuries It Is Now Possible To: Heal your hamstring injury faster Quickly relieve the pain of your injured hamstring Ra",4997,15013330306910,1758203935570026
https://www.thoughtco.com/who-invented-wifi-1992663,Who Invented WiFi?,"""Humanities ›History & Culture Who Invented Wi Fi? Everything You Need to Know About the History of Wireless Internet Share Flipboard Email Print Betsie Van der Meer/ Stone/ Getty Imagesby Mary Bellis Updated January 23, 2018You may have presumed that the terms """"Wi Fi"""" and """" the internet """" meant",4994,10074559159196,1758203934720026
http://www2.le.ac.uk/departments/genetics/vgec/highereducation/topics/dnageneschromosomes,"DNA, genes and chromosomes","DNA, genes and chromosomes Your genes are part of what makes you the person you are. You are different from everyone alive now and everyone who has ever lived. DNABut your genes also mean that you probably look a bit like other members of your family. For example, have you been told that you have 'y",4994,74086104996527,1758203932087524
http://theothersideoffunerals.blogspot.com/2012/08/6-feet-deep.html,6 Feet Deep,"""6 Feet Deep There is a popular idea that all graves are generally dug 6 feet deep (or 1.8 meters). It is so common that we can see it in many songs, movies, TV Shows, books, poems and so on. Yet, like with many other common assumptions with the funeral industry it is wrong. A grave can easily be de",4993,57073110598727,1758203933751524
https://acls-algorithms.com/bradycardia/,Bradycardia Algorithm Review,"Bradycardia Algorithm Review This web page is part of a comprehensive ACLS training course. After completing the full course, you will be able to participate in real codes with confidence, and you will ace the AHA ACLS provider course. Register HERE to take the full course. The major ECG rhythms cla",4991,32763266802168,1758203935248026
http://www.cannyliving.com/faq_decking_oils.htm,Types of wood finishes What is the best deck finish?,"Composite decking review (WPC). What is the best decking timber type? What is the best decking treatment? Types of wood finishes What is the best deck finish? DIY wood treatment, available products and DIY-instructions. The reasons for applying timber finishes at all are: Firstly, wood finishes are ",4986,54950080969181,1758203932731524
http://www.citypages.com/news/minnesota-billionaires-listed-by-forbes-6561970,Minnesota billionaires listed by Forbes,"""Let's consider trading places. This news makes us want to go out and rent """"Trading Places"""" all over again. Forbes is out with its list of the world's most wildly wealthy tycoons. Itfigures there are 1,210 billionaires in the world, worth a total of $4.5 trillion -- a figure that beats the gross d",4985,54170140579917,1758203932593524
https://www.petcarerx.com/article/symptoms-of-anemia-in-cats/1601,Symptoms of Anemia in Cats,"Symptoms of Anemia in Cats Tired? Weak? Pale Gums? Your Cat Might Be Anemic By Meredith Allen. January 17| See Commentsvet verified Pet Care Rx Staff Veterinarian DVMIf your pet has been acting strange and out of sorts lately, they may be anemic. Learn the signs of anemia here. Browse Sections Cause",4983,54932424230401,1758203932261524
http://teachersinstitute.yale.edu/curriculum/units/1986/4/86.04.03.x.html,Developing Good Written Communication Skills and the Word Processing Student,"When you are finished viewing curriculum units on this Web site, please take a few minutes to provide feedback and help us understand how these units, which were created by public school teachers, are useful to others. THANK YOU—your feedback is very important to us!Give Feedback Yale-New Haven Teac",4983,76134395901009,1758203932231524
