query_id,query,relevant_doc,relevant_url,retrieved_id,retrieved_title,retrieved_url,retrieved_combined_text,retrieved_combined_distance,rank
4774392031636169915,risks of HCG weight loss plan,309.0,http://www.huffingtonpost.com/2011/05/25/hcg-diet_n_866863.html,309,HCG Diet: Is It Safe?,http://www.huffingtonpost.com/2011/05/25/hcg-diet_n_866863.html,"HCG Diet: Is It Safe? WELLNESS 05/25/2011 01:09 pm ET Updated Jul 25, 2011HCG Diet: Is It Safe? By Emma Gray Go on a simple diet for 30 days and lose one or two pounds each day. Sounds like a dream for anyone who has struggled with a lifestyle change like weight loss ... right? The latest in controversial weight loss sol",0.5187205076217651,1
,,,,443,Teen Weight Loss Secrets,http://www.webmd.com/diet/features/teen-weight-loss-secrets,"Teen Weight Loss Secrets ""Teen Weight Loss Secrets Successful teen dieters reveal their weight loss strategies. By Kathleen M. Zelman, MPH, RD, LDFrom the Web MD Archives With over 12.5 million of our nation’s children overweight, we need to find creative ways to encourage young people to adopt healthy habits. But it's hard",0.6950947046279907,2
-5904435602652576188,heart-healthy diet for cardiomyopathy,1040.0,http://www.freemd.com/dilated-cardiomyopathy/home-care-diet.htm,1040,Dilated Cardiomyopathy Diet,http://www.freemd.com/dilated-cardiomyopathy/home-care-diet.htm,Dilated Cardiomyopathy Diet Dilated Cardiomyopathy Diet It is important to follow a healthy diet at home if you have cardiac enlargement. Heart Healthy Diet Dietary guidelines for those who have heart disease include: Control calories: Eat just enough calories to achieve and maintain a healthy weight. Eat quality fats: Use vir,0.1578257828950882,1
,,,,870,What Foods & Drinks Can Affect Your Heart Rate?,http://healthyeating.sfgate.com/foods-drinks-can-affect-heart-rate-10767.html,"What Foods & Drinks Can Affect Your Heart Rate? ""Written by Erica Kannall; Updated June 22, 2017Related Articles How Fast Is a Healthy Heartbeat? Does Potassium Slow Your Heart Rate? Sodium & Heart Rate How to Get Potassium Fast Your heart rate, the number of times your heart beats in a minute, is greatly affected by many factors, including diet,",0.47238844633102417,2
2687229092221572985,Marquee nightclub expensive bottle service,381.0,https://www.forbes.com/2007/11/02/vodka-clubs-bottle-forbeslife-cx_pl_1102bottleservice.html,381,Most Expensive Bottle Service,https://www.forbes.com/2007/11/02/vodka-clubs-bottle-forbeslife-cx_pl_1102bottleservice.html,"Most Expensive Bottle Service ""By Pascale Le Draoulec Andrew Goldberg has waited tables at Town, Chef Geoffrey Zakarians flashy Manhattan restaurant, but when it comes to making tips, he says hes only now got the best gig in town. The 29-year-old Goldberg is a host at one of the hottest nightclubs in the city, Marquee, where a 2",0.6180230975151062,1
,,,,692,Send America's #1 Gourmet Gift of the Month Clubs,http://www.amazingclubs.com/,"Send America's #1 Gourmet Gift of the Month Clubs ""Send America's #1 Gourmet Gift of the Month Clubs Our Top Rated Gifts: Beer Club Wine Club Variety Club Coffee Club Hot Sauce Club Learn More Favorites Give the gift that says 'Thank You' throughout the year. Beer Club (158 reviews)as low as $36.95 /month+ Free Shipping Wine Club (110 reviews)as lo",0.6908535957336426,2
-9009602022966755122,Slovenia travel highlights and events 2015,497.0,http://www.cnn.com/travel/article/10-reasons-to-visit-slovenia-in-2015/index.html,497,10 reasons to visit Slovenia in 2015 (and beyond),http://www.cnn.com/travel/article/10-reasons-to-visit-slovenia-in-2015/index.html,"10 reasons to visit Slovenia in 2015 (and beyond) ""10 reasons to visit Slovenia in 2015 (and beyond)Anita Isalska, for CNN • Updated 4th March 2015Facebook Twitter Email (CNN) — Slovenia's star is rising in 2015. The lakes and meadowlands of this small central European country have long been under-visited, but this year's anniversaries and cultural",0.38245224952697754,1
,,,,546,"Travel Channel 2017-18 Renewals: Booze Traveler, Hotel Impossible & More!",http://renewcanceltv.com/category/hotel-impossible/,"Travel Channel 2017-18 Renewals: Booze Traveler, Hotel Impossible & More! Travel Channel 2017-18 Renewals: Booze Traveler, Hotel Impossible & More!March 22, 2017 by Renew Cancel TV 1 Comment Travel Channel has renewed the following series for 2017-18: Booze Traveler, Hotel Impossible, Bizarre Foods with Andrew Zimmern, Top Secret Swimming … [Read more...]Filed Under: Biza",0.7470151782035828,2
-559872298129953111,Ice Cube Iverson BIG3 3-on-3 league,914.0,http://www.cbc.ca/sports/basketball/nba/ice-cube-iverson-starting-3-on-3-hoops-league-with-former-pros-1.3931689,914,"Ice Cube, Iverson starting 3-on-3 hoops league with former pros",http://www.cbc.ca/sports/basketball/nba/ice-cube-iverson-starting-3-on-3-hoops-league-with-former-pros-1.3931689,"Ice Cube, Iverson starting 3-on-3 hoops league with former pros ""Ice Cube, Iverson starting 3-on-3 hoops league with former pros BIG3 expected to begin June 24Doug Feinberg · The Associated Press · January 11, 2017Former NBA player Allen Iverson, left, shows his jersey as he poses with entertainer Ice Cube at the announcement to launch the BIG3, a new 3-on-3 pro",0.17685817182064056,1
,,,,243,A Song of Ice and Fire,https://en.wikipedia.org/wiki/A_Song_of_Ice_and_Fire,"A Song of Ice and Fire ""From Wikipedia, the free encyclopedianavigation search This article is about the series of novels. For the television adaptation, see Game of Thrones. A Song of Ice and Fire A Song of Ice and Fire book collection box set cover A Game of Thrones (1996)A Clash of Kings (1998)A Storm of Swords (2000)A",0.794564962387085,2
