query_id,query,relevant_doc,relevant_url,retrieved_id,retrieved_title,retrieved_url,retrieved_combined_text,retrieved_combined_distance,rank
-7504928014551286270,current and voltage in series vs parallel,2442.0,https://learn.sparkfun.com/tutorials/series-and-parallel-circuits,2442,Series and Parallel Circuits,https://learn.sparkfun.com/tutorials/series-and-parallel-circuits,Series and Parallel Circuits Find a Retailer Need Help? Shop Learn Blog Support0 log in register Product Menu Education Forum Home Tutorials Series and Parallel Circuits Series and Parallel Circuits Contributors: Pete-OFavorite 32 Share Series and Parallel Circuits Simple circuits (ones with only a few components) are usually f,0.5671254396438599,1
,,,,1144,Neutral vs. Charged Objects,http://www.physicsclassroom.com/Class/estatics/u8l1b.cfm,"Neutral vs. Charged Objects ""The Physics Classroom » Physics Tutorial » Static Electricity » Neutral vs. Charged Objects Static Electricity - Lesson 1 - Basic Terminology and Concepts Neutral vs. Charged Objects The Structure of Matter Neutral vs. Charged Objects Charge Interactions Conductors and Insulators Polarization As di",0.5811440348625183,2
4672363658835354310,term for animals without a body cavity,2318.0,http://www.dictionary.com/browse/acoelomate,418,cavity,http://www.dictionary.com/browse/cavity,"cavity cavity [ kav -i-tee]Spell Syllables Synonyms Examples Word Origin See more synonyms on Thesaurus.comnoun, plural cavities.1. any hollow place; hollow.2. Anatomy. a hollow space within the body, an organ, a bone, etc.3. a hollow space or a pit in a tooth, most commonly produced by caries. A cavity ma",0.5439143776893616,1
,,,,2552,"Pharynx, Nasal Cavity and Oral Cavity",https://quizlet.com/6000197/pharynx-nasal-cavity-and-oral-cavity-flash-cards/,"Pharynx, Nasal Cavity and Oral Cavity 69 terms n9035b Pharynx, Nasal Cavity and Oral Cavity Learn Flashcards Write Spell Test Match Gravity Advertisement Upgrade to remove ads Like this study set? Create a free account to save it. Create a free account Maybe later Sort Palate This structure forms the roof of the mouth and floor of the n",0.6171280741691589,2
5614927592595835725,what does portend mean,351.0,http://www.dictionary.com/browse/portend,351,portend,http://www.dictionary.com/browse/portend,"portend ""portend [pawr- tend, pohr-]Spell Syllables Synonyms Examples Word Origin See more synonyms on Thesaurus.comverb (used with object)1. to indicate in advance; to foreshadow or presage, as an omen does: The street incident may portend a general uprising.2. to signify; mean. Origin of portend Expandlat",0.28196242451667786,1
,,,,2596,Definitions &Translations,http://www.definitions.net/definition/CHUTE,"Definitions &Translations Princeton's Word Net (0.00 / 0 votes)Rate this definition:parachute, chute (noun)rescue equipment consisting of a device that fills with air and retards your fallchute, slide, slideway, sloping trough (verb)sloping channel through which things can descendchute, parachute, jump (verb)jump from an air",0.7838406562805176,2
-2484486784679661406,tips for choosing a learning platform,2288.0,http://theelearningcoach.com/,2288,ELC 048: The Strategic Use of Learning Management Systems,http://theelearningcoach.com/,"ELC 048: The Strategic Use of Learning Management Systems Most Recent Articles ELC 048: The Strategic Use of Learning Management Systems If you want to get the most out of your learning management system or if you want to purchase or research one, this interview will help you make a more informed decision. Does Humor Enhance Learning? If humor grabs and su",0.6226155161857605,1
,,,,979,How To Tip in the USA,http://www.openjourney.com/article/how-tip-usa-21.html,How To Tip in the USA You are here How To Tip in the USAHow To Tip in the USABy Basha - Posted on 15 May 2010Many travelers who visit the United States are unaware or unsure about how to tip there. Tipping can be misunderstood or feel overwhelming for visitors coming from countries where tipping is not customary. In the,0.6599941849708557,2
5330574572902437767,mylanta antacid definition,2044.0,http://www.thefreedictionary.com/Mylanta,2044,Mylanta,http://www.thefreedictionary.com/Mylanta,"Mylanta Mylanta Also found in: Thesaurus, Medical, Encyclopedia, Wikipedia. Related to Mylanta: Maalox Thesaurus Antonyms Related Words Synonyms Legend: Switch to new thesaurus Noun 1. Mylanta - an antacidtrademark - a formally registered symbol identifying the manufacturer or distributor of a productalkali",0.24579183757305145,1
,,,,965,Ants Caught Napping,http://blog.wildaboutants.com/2011/02/27/ants-caught-napping/,"Ants Caught Napping ""Ants Caught Napping Roberta February 27, 2011 6 Comments If you have ever watched the ants in an ant farm, you have probably noticed ants sitting around seemingly doing nothing. This leads to the question: are the ants sleeping? Whether or not social insects sleep is a question that has gotten some",0.6585919260978699,2
5383300678543747198,liberal arts college in newberry sc,2031.0,http://www.citytowninfo.com/school-profiles/newberry-college,2031,Newberry College,http://www.citytowninfo.com/school-profiles/newberry-college,"Newberry College Newberry College Home > College Directory > Newberry College Newberry College Newberry College, located in Newberry, South Carolina, was founded in 1828. It is a coeducational, undergraduate institution focused on liberal arts and science education. Newberry is supported by the Evangelical Lutheran",0.16881921887397766,1
,,,,4030,"Newberry, South Carolina",http://www.city-data.com/city/Newberry-South-Carolina.html,"Newberry, South Carolina ""Follow city-data.com founder on our Forum or@Lech Mazur Newberry, South Carolinaadd your We are giving away $1200 in prizes - enter simply by sending us your own city pictures! See promotion details and to upload your Newberry, South Carolina photos OSM Map General Map Google Map MSN Map54°F10 mile",0.5731327533721924,2
4944365744403165468,how big is a normal thyroid,3164.0,https://bodytomy.com/normal-size-of-thyroid-gland,3164,Normal Size of Thyroid Gland,https://bodytomy.com/normal-size-of-thyroid-gland,"Normal Size of Thyroid Gland Normal Size of Thyroid Gland The thyroid gland is located in the throat. In this article, you will find more about the anatomy, size, structure and functions of the thyroid gland. Among, all the glands of the endocrine system, the thyroid is one of the largest. The endocrine system consists of gland",0.3662209212779999,1
,,,,3717,How big are egg cells?,http://www.answers.com/Q/How_big_are_egg_cells,"How big are egg cells? ""Answers.com ® Wiki Answers ® Categories Science Biology Genetics How big are egg cells? Flag How big are egg cells? Answer by Bio1999 Confidence votes 34Human egg or ovum is about the size of this period . Ostrich egg about the size of a soft-ball. Both are single cells but eggs are specialized in",0.6915267705917358,2
